Abnormality of the breast	HP:0000769
Excessive orbital separation	None
Widened interpupillary distance	None
Increased distance between eyes	None
Widely spaced eyes	None
Increased interpupillary distance	None
Descemet Membrane Folds	None
Meibomian gland disease	None
Meibomian gland dysfunction	None
Posterior blepharitis	None
Unaided visual acuity 0.8 LogMAR	None
Muted foveal light reflex	None
Decreased foveal light reflex	None
Poor foveal light reflex	None
Dull foveal reflex	None
Limited horizontal extraocular movement	None
Macular flecks	None
Abnormal indocyanine green angiography	None
Moderately reduced contrast sensitivity	None
Moderate reduction in contrast sensitivity	None
Serous retinal detachment	None
Exudative retinal detachment	None
Limited extraocular movement	None
Limited extraocular movements	None
Retinoschisis involving the fovea	None
Foveoschisis	None
Pseudophakia	None
Absent anterior chamber of the eye	None
Conical cornea	None
Bulging cornea	None
Keratoconus	None
Abnormal confrontational visual field test	None
ROP stage 2	None
Retinopathy of prematurity stage 2	None
Superior oblique muscle restriction	None
Bilateral ptosis	None
Drooping of both upper eyelids	None
Abnormal timing of pattern electroretinogram	None
Lens opacities	None
Clouding of the lens of the eye	None
Cloudy lens	None
Lens opacity	None
Cataract	None
Cataracts	None
Abnormal oblique muscle physiology	None
Nonarteritic anterior ischemic optic neuropathy	None
Nonarteritic anterior ischaemic optic neuropathy	None
Low intraocular pressure	None
Ocular hypotony	None
Perifoveal hypoautofluorescence	None
Leukocoria	None
Leukokoria	None
White pupillary reflex	None
Intermediate uveitis	None
Superior rectus muscle overaction	None
Abnormal multifocal electroretinogram	None
Paralysis of extraocular eye movement	None
Eye muscle paralysis	None
Ophthalmoplegia	None
Zonular cataract	None
Central serous chorioretinopathy	None
Double elevator palsy	None
Limbal stem cell deficiency	None
Best corrected visual acuity 1.1 LogMAR	None
Ultra-low vision with retained light projection	None
Abnormal timing of light-adapted flicker electroretinogram	None
Lattice corneal dystrophy	None
Biber haab dimmer dystrophy	None
Nystagmus, congenital horizontal	None
Congenital horizontal nystagmus	None
Vocal cord paresis	None
Hoarse voice due to vocal cord paresis	None
Weakness of the vocal cords	None
Vocal cord paresis in severe cases	None
Laryngeal paralysis	None
Vocal cord paralysis	None
Inability to move vocal cords	None
Voice abnormality	None
Abnormality of the voice	None
Hoarseness	None
Husky voice	None
Hoarse voice	None
Hypernasal voice	None
Nasal voice	None
Nasal speech	None
Hypernasal speech	None
Weak cry	None
Hoarse cry	None
Dysphonia	None
Voice change	None
Inability to produce voice sounds	None
High pitched voice	None
High-pitched voice	None
Quiet voice	None
Weak voice	None
Soft voice	None
Hypophonia	None
Aphonia	None
Loss of voice	None
Imperfect vocal cord adduction	None
Pseudobulbar palsy	None
Pseudobulbar syndrome	None
Pseudobulbar paralysis	None
Speech articulation difficulties	None
Abnormally low-pitched voice	None
Spasmodic dysphonia	None
Laryngeal dystonia	None
Bilateral vocal cord paralysis	None
Unilateral vocal cord paresis	None
Bilateral vocal cord paresis	None
Abnormal cry	None
High-pitched cry	None
Staccato cry	None
Abnormal speech prosody	None
Monotonic speech	None
Increased pitch variability of speech	None
Vocal cord dysfunction	None
Hyponasal speech	None
Cat cry	None
cat-like cry	None
cri de chat-associated cry	None
Odontogenic keratocysts of the jaw	None
Keratocystic odontogenic tumour	None
Keratocysts of the jaw	None
Keratocystic odontogenic tumor	None
Oropharyngeal squamous papilloma	None
Squamous papilloma of the uvula	None
Peripheral primitive neuroectodermal neoplasm	None
Altman type III sacrococcygeal teratoma	None
Vulvar adenocarcinoma	None
Neuroepithelial cyst	None
Glioependymal cyst	None
Neuroglial cyst	None
Colon cancer	None
Germ cell neoplasia	None
Osteochondroma	None
Osteocartilaginous exostoses	None
Osteochondromas	None
Ureteral polyp	None
Ureter polyp	None
Polyp of the ureter	None
Benign muscle neoplasm	None
Exostoses of the ulna	None
Neoplasia of the male external genitalia	None
Neoplasm of the male external genitalia	None
Lymphangioma of the orbit	None
Rhabdoid tumor of the kidney	None
Cerebral germinoma	None
Pulmonary capillary hemangiomatosis	None
Pulmonary hemangiomas	None
Cavernous hemangioma	None
Cavernous angioma	None
Cavernous haemangioma	None
Collection of dilated blood vessels that forms mass	None
Painful noncancerous fat tissue tumor under the skin	None
Painful noncancerous fat tissue tumour under the skin	None
Painful subcutaneous lipomas	None
Intracranial meningioma	None
Scrotum tumour	None
Neoplasia of the scrotum	None
Scrotum tumor	None
Neoplasm of the scrotum	None
Testicular lipomatosis	None
Cutaneous angiolipomas	None
Gingival fibroma	None
Gingival fibrous nodules	None
Hereditary gingival fibromatosis	None
Idiopathic gingival hyperplasia	None
Gingival fibromatosis	None
Anaplastic large-cell lymphoma	None
Lymphoma	None
Cancer of lymphatic system	None
Sarcomatoid carcinoma of the tongue	None
Spindle cell carcinoma of the tongue	None
Sacral lipoma	None
Anal margin basal cell carcinoma	None
Cutaneous melanoma	None
Strawberry birthmark	None
Capillary hemangiomata	None
Capillary hemangioma	None
Face tumour	None
Facial neoplasm	None
Face tumor	None
Hyperplastic colonic polyposis	None
Squamous cell carcinoma of the pancreas	None
Pancreatic squamous cell carcinoma	None
Clear cell carcinoma of cervix	None
Cervical clear cell adenocarcinoma	None
Neuroepithelial neoplasm	None
Mucinous cystic neoplasm of the pancreas	None
Numerous nevi	None
Numerous moles	None
Multiple pigmented nevi	None
Optic nerve sheath meningioma	None
B-cell lymphoma	None
B cell lymphoma	None
Teratoma	None
Hamartoma of the eye	None
Steatocystoma multiplex	None
Lipoma of the tongue	None
Tongue lipoma	None
Vulvar melanoma	None
Peripheral neuroepithelioma	None
Retinal astrocytic hamartoma	None
Nonmedullary thyroid carcinoma	None
Non-medullary thyroid carcinoma	None
Thyroid cancer, nonmedullary	None
T-cell lymphoma/leukemia	None
Presacral teratoma	None
Retrorectal teratoma	None
Altman type IV sacrococcygeal teratoma	None
Koenen's tumor	None
Parungual fibromas	None
Periungual fibroma	None
Koenen tumour	None
Ungual fibroma	None
Koenen tumor	None
Koenen's tumour	None
Liver hamartoma	None
Heffner tumor	None
Aggressive papillary middle ear tumour	None
Heffner tumour	None
Endolymphatic sac tumour	None
Low-grade adenocarcinoma of endolymphatic sac origin	None
Endolymphatic sac tumor	None
Aggressive papillary middle ear tumor	None
Rectal tumour	None
Rectal tumor	None
Neoplasm of the rectum	None
Choroidal melanoma	None
Squamous cell carcinoma of the tongue	None
Schwannomas	None
Schwann cell tumour	None
Neurilemmoma	None
Schwannoma	None
Schwann cell tumor	None
Neurolemmoma	None
Neurinoma	None
Testicular seminoma	None
Pilocytic astrocytoma	None
Lipomas	None
Multiple lipomas	None
Lipomatosis	None
Multiple fatty lumps	None
Trophoblastic tumour	None
Trophoblastic tumor	None
Visceral angiomatosis	None
Small intestinal polyposis	None
Genital neoplasm	None
Genital tumor	None
Genital tumour	None
Genital neoplasia	None
Multiple exostoses	None
Chronic myeloid leukaemia	None
Chronic myeloid leukemia	None
Chronic myelogenous leukemia	None
Chronic myelocytic leukemia	None
Chronic myelocytic leukaemia	None
Chronic myelogenous leukaemia	None
Biliary tract neoplasm	None
Neoplasia of the biliary tract	None
Stomach tumour	None
Neoplasm of the stomach	None
Neoplasia of the stomach	None
Stomach tumor	None
Neoplasm of the parathyroid gland	None
Parathyroid neoplasia	None
Single lineage myelodysplasia	None
Brain tumor	None
Brain neoplasm	None
Brain tumour	None
Cutaneous leiomyoma	None
Cutaneous leiomyomas	None
Cutaneous leiomyomata	None
Choroidal hemangioma	None
Trichoepithelioma	None
Neoplasm of the autonomic nervous system	None
Lesion of oral cavity	None
Mouth tumor	None
Tumour of oral cavity	None
Tumor of oral cavity	None
Mouth neoplasm	None
Neoplasm of the mouth	None
Neoplasm of the oral cavity	None
Testicular mesothelioma	None
Tracheobronchial leiomyomatosis	None
Arachnoid hemangiomatosis	None
Lymphoproliferative disorders	None
Lymphoproliferative disorder	None
Small intestinal polyp	None
Chronic lymphocytic leukaemia	None
Chronic lymphocytic leukemia	None
Chronic lymphatic leukaemia	None
Chronic lymphatic leukemia	None
Pleomorphic xanthoastrocytoma	None
Plexiform neurofibroma	None
Pancreatic adenocarcinoma	None
Multiple meningiomas	None
Multifocal meningiomata	None
Multiple meningiomata	None
Kaposi's sarcoma	None
Renal hamartoma	None
Humeral exostoses	None
Desmoid tumors	None
Desmoid tumours	None
Retroperitoneal chemodectomas	None
Malignant GI tract tumors	None
Malignant gastrointestinal tract tumours	None
Malignant gastrointestinal tract tumors	None
Malignant GI tract tumours	None
Neoplasm of the adrenal cortex	None
Cortical adrenal neoplasia	None
Neoplasia of the urethra	None
Neoplasm of the urethra	None
Acute myelocytic leukaemia	None
Acute myeloid leukaemia	None
Acute myelogenous leukemia	None
Acute myeloid leukemia	None
AML	None
Acute myeloblastic leukaemia	None
Acute myelocytic leukemia	None
Acute myelogenous leukaemia	None
Acute myeloblastic leukemia	None
Soft tissue sarcomas	None
Soft tissue sarcoma	None
Carcinoma	None
Juvenile GI polyposis	None
Juvenile gastrointestinal polyposis	None
Rectal polyps	None
Rectal polyposis	None
Multiple rectal polyps	None
Ovarian teratoma	None
Ependymoblastoma	None
Shoulder bone exostoes	None
Scapular exostoses	None
Scapulae exostoses	None
Cardiac fibroma	None
Multiple enchondromatosis	None
Curvilinear pericallosal lipoma	None
Ovarian papillary adenocarcinoma	None
Subependymal nodules	None
Verrucae	None
Warts	None
Myeloid leukaemia	None
Myeloid leukemia	None
Conjunctival hamartoma	None
Nail tumor	None
Neoplasm of the nail	None
Nail tumour	None
Fatty lump	None
Lipoma	None
Noncancerous fatty lump	None
Orbital rhabdomyosarcoma	None
Anal canal squamous cell carcinoma	None
Renal carcinoma	None
Renal cell carcinoma	None
Cancer starting in small tubes in kidneys	None
Hypernephroma	None
Spinal meningioma	None
Hypothalamic hamartoma	None
Myeloproliferative disorder	None
Exostoses of hand bones	None
Labial hemangioma	None
Ossifying fibroma of the jaw	None
Frontal cutaneous lipoma	None
Meningioma	None
Noncancerous growth of membranes covering brain	None
Cardiac hemangioma	None
Peritoneal mesothelioma	None
Enchondroma	None
Airway hemangioma	None
Subglottic hemangioma	None
Large cell lung carcinoma	None
Chondroblastoma	None
Neoplasm of the pituitary gland	None
Lipomas of the central nervous system	None
Multiple central nervous system lipomas	None
Inflammatory cap polyp	None
Presacral ganglioneuroma	None
Medulloepithelioma	None
Retina tumour	None
Retinoblastoma	None
Retina tumor	None
Tricholemmoma	None
Trichilemmoma	None
Papilloma	None
Congenital mesoblastic nephroma	None
Spinal hemangioblastoma	None
Papillary renal cell carcinoma	None
Pituitary carcinoma	None
Multiple cutaneous leiomyomas	None
Gonadoblastoma	None
Soft tissue neoplasm	None
Squamous Papilloma	None
Uterine leiomyosarcoma	None
Lip tumor	None
Neoplasia of the lip	None
Tumour of the lip	None
Neoplasm of the lip	None
Lip tumour	None
Tumor of the lip	None
Haemangioblastoma	None
Hemangioblastoma	None
Pilomatrixoma	None
Kidney angiomyolipoma	None
Renal angiomyolipoma	None
Angiomyolipoma	None
Bladder carcinoma	None
Chondrosarcoma	None
Neuronal/glioneuronal neoplasm of the CNS	None
Glioneuronal tumour	None
Neuronal and mixed neuronal-glial tumour	None
Neuronal/glioneuronal neoplasm of the central nervous system	None
Neuronal and mixed neuronal-glial tumor	None
Glioneuronal tumor	None
Congenital neuroblastoma	None
Transient myeloproliferative syndrome	None
TMD	None
Transient leukemia of Down syndrome	None
Transient myeloproliferative disorder	None
Transient leukaemia of Down syndrome	None
Neuroblastoma	None
Cancer of early nerve cells	None
Ovarian fibroma	None
Chromaffin tumors	None
Pheochromocytoma	None
Chromaffin tumours	None
Dysgerminoma	None
Multiple duodenal polyps	None
Duodenal polyposis	None
Germinoma	None
Liposarcoma	None
Prolactinoma	None
Epithelial neoplasm	None
Oat cell carcinoma of lung	None
Oat cell lung cancer	None
Small cell lung cancer	None
Small cell lung carcinoma	None
Gastrointestinal hamartoma	None
Hamartomatous polyposis	None
Gastrointestinal hamartomatous polyps	None
Hamartomatous polyps	None
Multiple intestinal neurofibromatosis	None
Renal sarcoma	None
Adenocarcinoma of the colon	None
Anal margin melanoma	None
Multiple bile duct hamartomas	None
Von Meyenburg complexes	None
Multiple biliary hamartomas	None
Biliary hamartoma	None
Rigidity of the temporomandibular joint	None
Freezing of the temporomandibular joint	None
Freezing of jaw joint	None
Temporomandibular joint ankylosis	None
Ankylosis of temporomandibular joint	None
Temporomandibular joint fusion	None
Adhesion of the temporomandibular joint	None
Microcephaly, acquired	None
Acquired microcephaly	None
Deceleration of head growth	None
Secondary microcephaly	None
Postnatal microcephaly	None
Postnatal deceleration of head circumference	None
