Pneumomediastinum	HP:0025421
Abnormality of hypopharynx	None
Abnormal hypopharynx morphology	None
Abnormality of lower pharynx	None
Abnormal size of nasopharyngeal adenoids	None
Fibrotic non-specific interstitial pneumonia	None
Small pharynx	None
Decreased length of pharynx	None
Decreased diameter of pharynx	None
Decreased size of pharynx	None
Hypoplasia of the pharynx	None
Underdevelopment of pharynx	None
Decreased width of pharynx	None
Hypotrophic pharynx	None
Decreased volume of pharynx	None
Displaced lobar tracheal bronchus	None
Pig bronchus	None
Bronchus suis	None
Sudden episodic apnea	None
Recurrent upper and lower respiratory tract infections	None
Air crescent sign	None
Bronchogenic cyst	None
Mosaic pulmonary attenuation pattern	None
Orthodeoxia	None
Tracheal tug on inspiration	None
Atelectasis	None
Pulmonary atelectasis	None
Partial or complete collapse of part or entire lung	None
Juxtaphrenic peak	None
Oat cell carcinoma of lung	None
Oat cell lung cancer	None
Small cell lung cancer	None
Small cell lung carcinoma	None
Bilateral trilobed lung	None
Bilateral trilobed lungs	None
Smoker-inclusions in alveolar macrophages	None
Constrictive bronchiolitis	None
Obliterative bronchiolitis	None
Bronchiolitis obliterans	None
Anterior mediastinal mass	None
Respiratory failure due to muscle weakness	None
Respiratory insufficiency due to muscle weakness	None
Decreased lung function due to weak breathing muscles	None
Respiratory distress due to muscle weakness	None
Decreased respiratory function due to muscle weakness	None
Respiratory muscle weakness	None
Pulmonary aterial intimal fibrosis	None
Abnormal larynx physiology	None
Glycogen accumulation in pulmonary interstitial cells	None
Recurrent bronchitis	None
Bronchitis, recurrent	None
Pulmonary artery aneurysm	None
Abnormal RV/TLC ratio	None
Anthracosis	None
Congenital lobar overinflation	None
Congenital lobar emphysema	None
Hypoplastic larynx	None
Laryngeal hypoplasia	None
Respiratory distress necessitating mechanical ventilation	None
Respiratory distress requiring endotracheal intubation	None
Respiratory distress requiring mechanical ventilation	None
Respiratory failure requiring assisted ventilation	None
Laryngeal stridor	None
Laryngeal stidor	None
Short lines (pumonary CT finding)	None
Interlobular septal thickening	None
Septal lines (pulmonary CT finding)	None
Interlobular lines (pulmonary CT finding)	None
Interlobular septal thickening on pulmonary HRCT	None
Peripheral lines (pulmonary CT finding)	None
Septal thickening (pulmonary CT finding)	None
Central hypoventilation	None
Bronchial diverticula	None
Cellular non-specific interstitial pneumonia	None
Distal acinar emphysema	None
Paraseptal emphysema	None
Air trapping	None
Sinus disease	None
Sinus infection	None
Sinus inflammation	None
Sinusitis	None
Large cell lung carcinoma	None
Bradypnea	None
Absent bronchoalveolar dimeric surfactant-protein B	None
Pulmonary chondroma	None
Abnormal alveolar volume	None
Lung infiltrates	None
Pulmonary infiltrates	None
Pulmonic infiltration	None
Bronchospasm	None
Air bronchogram	None
Anomalous tracheal cartilage	None
Abnormal tracheal cartilaginous ring	None
Advanced pneumatization of cranial sinuses	None
Congenital laryngeal stridor	None
Shortened outer dynein arms	None
Silent hypoxemia	None
Reduced maximal expiratory pressure	None
Pleural effusion	None
Fluid around lungs	None
Absent/hypoplastic paranasal sinuses	None
Cavitating pulmonary mass	None
Pulmonary parenchymal band	None
Endobronchial telangiectasia	None
Bronchial telangiectasia	None
Absent central microtubular pair morphology of respiratory motile cilia	None
Bilobed right lung	None
Heavy snoring	None
Has loud snoring	None
Have loud snoring	None
Snores loudly	None
Loud snoring	None
Aspirin-induced asthma	None
Laryngeal atresia	None
Central sleep apnea	None
Central sleep apnoea	None
Increased KCO	None
Bronchial papilloma	None
Abnormal nasopharyngeal adenoid morphology	None
Abnormality of pharyngeal tonsil	None
Abnormality of nasopharyngeal adenoids	None
Abnormality of nasopharyngeal tonsil	None
Abnormality of adenoids	None
Pleural rub	None
Rapid breathing	None
Hyperventilation	None
Abnormal pulmonary artery morphology	None
Pneumothorax	None
Collapsed lung	None
Tracheobronchmegaly	None
Bronchopulmonary anastomosis	None
Exertional dyspnea	None
Exertional dyspnoea	None
Exertional breathlessness	None
Shortness of breathing upon physical activity	None
Superior mediastinal mass	None
Reduced FEV1/FVC ratio	None
Obstructive deficit on pulmonary function testing	None
Obstructive deficit on pulmonary function test	None
Mucus plug	None
Nodular-perilymphatic pattern on pulmonary HRCT	None
Sinusitis, recurrent	None
Recurrent sinusitis	None
Recurrent sinus disease	None
Abnormality of the pharynx	None
Intrapulmonary sequestration	None
Progressive massive fibrosis	None
Caseating pulmonary granulomatosis	None
Necrotizing pulmonary granulomatosis	None
Acinar dysplasia	None
Absent lung artery	None
Missing pulmonary artery	None
Absent pulmonary artery	None
Elevated forced expiratory volume in one second	None
Elevated FEV1	None
Pleural incrassation	None
Pleural thickening	None
Abnormal epiglottis morphology	None
Abnormality of the epiglottis	None
Pulmonary edema	None
Wet lung	None
Lung oedema	None
Pulmonary oedema	None
Lung edema	None
Excess fluid in lungs	None
Respiratory arrest	None
Breathing cessation	None
Reversible airflow obstruction	None
Reversible pulmonary obstruction	None
Hyaline membranes	None
Abnormal ciliary motility	None
Lithoptysis	None
Decreased peak expiratory flow	None
Abnormality of the antrum of Highmore	None
Abnormality of the maxillary antrum	None
Abnormality of the maxillary sinus	None
Abnormality of the upper jaw sinus	None
Decreased maximal oxygen uptake	None
Hypoplastic epiglottis	None
Hypoplasia of the epiglottis	None
Crazy paving pattern on pulmonary HRCT	None
Crazy paving pattern	None
Crazy-paving pattern	None
Aplastic nasopharyngeal adenoids	None
Bronchiectasis	None
Permanent enlargement of the airways of the lungs	None
Apneic episodes in infancy	None
Abnormality of the breast	None
Gynecomastia	None
Enlarged male breast	None
Gynaecomastia	None
Hypoplastic nipples	None
Nipple hypoplasia	None
Small nipples	None
Supernumerary nipple	None
Supernumerary nipples	None
Accessory nipples	None
accessory mamillas	None
Accessory nipple	None
accessory mamilla	None
Increased nipple number	None
Athelia	None
Absent nipple	None
Absent nipples	None
Low-set nipples	None
Breast cancer	None
Breast carcinoma	None
Invaginated nipples	None
Inverted nipples	None
Underdeveloped breasts	None
Breast hypoplasia	None
Abnormal nipple morphology	None
Abnormality of the nipple	None
Prominent nipples	None
Widely-spaced nipples	None
Widely spaced nipples	None
Wide-spaced nipples	None
Wide intermamillary distance	None
Multifocal breast carcinoma	None
Multifocal breast cancer	None
Absent/rudimentary nipples	None
Absent/small nipples	None
Nipples absent or rudimentary	None
Absent/underdeveloped nipples	None
Aplasia/Hypoplasia of the nipples	None
Aplasia/Hypoplasia of the breasts	None
Absent/underdeveloped breasts	None
Absent/small breasts	None
Asymmetry of the breasts	None
Breast hypertrophy	None
Hypertrophy of the breasts	None
Breasts enlarged	None
Breast enlargement	None
Large breast	None
Macromastia	None
Gigantomastia	None
Breast fibroadenosis	None
Breast fibroadenomas	None
Fibroadenoma of the breast	None
Breast fibroadenoma	None
Fibroadenosis - breast	None
Fibroadenosis of breast	None
Unilateral breast hypoplasia	None
One underdeveloped breast	None
Bilateral breast hypoplasia	None
Two underdeveloped breasts	None
Ductal carcinoma in situ	None
Lobular carcinoma in situ	None
Abnormal breast morphology	None
Abnormal breast physiology	None
Lactation incapacity	None
Agalactia	None
Dry nipple	None
Abnormal areolar morphology	None
Areolar fullness	None
Breast mass	None
Breast lump	None
Abnormal intermamillary distance	None
Short intermamillary distance	None
Breast tumour	None
Neoplasia of the breast	None
Neoplasm of the breast	None
Breast tumor	None
Tumours of the breast	None
Mammary gland aplasia	None
Absent breast	None
Breast aplasia	None
Congenital absence of breast	None
Galactorrhea	None
Spontaneous milk flow from breast	None
Galactorrhoea	None
Hypoplastic areolae	None
Hypoplastic areola	None
Mild proteinuria	None
Asymptomatic hyperammonemia	None
Hyperammonemia, asymptomatic	None
Abnormal HDL3b concentration	None
Abnormal circulating aromatic amino acid concentration	None
Abnormality of aromatic amino acid family metabolism	None
Increased urine citrate concentration	None
Hypercitraturia	None
Decreased circulating IgG1 level	None
Decreased IgG1 level in blood	None
Peripheral oedema of lower extremity	None
Dependant oedema	None
Pedal edema	None
Edema of the lower limbs	None
Leg oedema	None
Pedal oedema	None
Leg edema	None
Dependant edema	None
Peripheral edema of lower extremity	None
Lower leg swelling	None
Fluid accumulation in lower limbs	None
Oedema of the lower limbs	None
Decreased CSF homovanillic acid concentration	None
Abnormal circulating polysaccharide concentration	None
Increased serum prostaglandin E2	None
Elevated prostaglandin E2	None
Decreased amyloid beta 42 peptide CSF concentration	None
Decreased urinary copper concentration	None
Elevated circulating guanidinoacetic acid concentration	None
Abnormality of phosphate homeostasis	None
Abnormal blood phosphate concentration	None
Hemoglobinuria	None
Haemoglobin in urine	None
Hemoglobin in urine	None
Generalized tissue edema	None
Generalized edema	None
Generalised oedema	None
Generalised tissue oedema	None
Elevated circulating alanine aminotransferase concentration	None
Elevated serum ALT	None
Elevated serum alanine aminotransferase	None
Elevated serum glutamic-pyruvic transaminase	None
Alanine aminotransferase increased	None
Abnormal CSF homovanillic acid concentration	None
Peau d'orange	None
Urinary mulberry cells	None
Elevated urinary cytidine	None
Abnormal concentration of T-antigen	None
Abnormal core 1 O-glycan level	None
Elevated circulating deoxypyridinoline concentration	None
Abnormal metabolism	None
Abnormal copper levels	None
Abnormal circulating copper concentration	None
Elevated urinary N,N-dimethylglycine level	None
Increased urinary 1-methylhistidine	None
1-Methylhistidinuria	None
Low CSF total protein	None
Hypoproteinorrhachia	None
Decreased cerebrospinal fluid total protein	None
Decreased CSF protein concentration	None
Decreased CSF protein	None
Extremely elevated creatine kinase	None
Extremely elevated serum CK level	None
Extremely elevated CPK	None
Extremely elevated creatine phosphokinase	None
Extremely high CPK level	None
Extremely elevated phospho-CK serum level	None
Chronic respiratory acidosis	None
Elevated circulating butyrylcarnitine concentration	None
Elevated circulating O-butyrylcarnitine concentration	None
Lactescent serum	None
Milk-like serum	None
Plasma lactescence	None
Decreased acid ceramidase activity	None
Macroscopic hematuria	None
Bloody urine	None
Gross hematuria	None
Glutathione synthetase deficiency	None
Reduced glutathione synthetase level	None
Abnormal transferrin saturation	None
Purple urine	None
Abnormal circulating thyroglobulin level	None
Hypoglycemic seizures	None
Abnormal alanine levels in cerebrospinal fluid	None
Abnormal CSF alanine concentration	None
Abnormal phosphoribosylpyrophosphate synthetase level	None
Azotaemia	None
Azotemia	None
Abnormality of circulating enzyme level	None
Abnormal albumin levels in cerebrospinal fluid	None
Abnormal CSF albumin concentration	None
Abnormal circulating free fatty acid concentration	None
Abnormal circulating free fatty acid level	None
Abnormal circulating proteinogenic amino acid derivative concentration	None
Abnormal circulating isoleucine concentration	None
Light-chain paraproteinemia	None
Increased truncated complex N-glycans on glycoproteins	None
Decreased complex N-glycan level	None
Increased B-type natriuretic peptide	None
Increased circulating brain natriuretic peptide concentration	None
Elevated circulating BNP concentration	None
Increased ventricular natriuretic peptide	None
Orotic acid crystalluria	None
Decreased low-density lipoprotein particle size	None
High blood cystine levels	None
Increased blood cystine concentraions	None
Hypercystinemia	None
Elevated circulating homovanillic acid concentration	None
Hyperphenylalaninemia	None
Abnormality of glycoside metabolism	None
