Abnormality of body height	HP:0000002
Neoplasm of the lung	None
Apocrine hidrocystoma	None
Serrated polyposis	None
Serrated intestinal polyps	None
Multiple exostoses	None
Testicular mesothelioma	None
Cavernous hemangioma	None
Cavernous angioma	None
Cavernous haemangioma	None
Collection of dilated blood vessels that forms mass	None
Prostatic cancer	None
Prostate cancer	None
Neurofibromatosis	None
multiple neurofibromas	None
Neurofibromata	None
Neurofibromas	None
Sacrococcygeal teratoma	None
Cutaneous myxoma	None
Presacral teratoma	None
Retrorectal teratoma	None
Altman type IV sacrococcygeal teratoma	None
Central primitive neuroectodermal tumour	None
Central primitive neuroectodermal tumor	None
Anal margin Paget's disease	None
Visceral angiomatosis	None
Congenital neuroblastoma	None
Anal margin squamous cell carcinoma	None
Stomach tumour	None
Neoplasm of the stomach	None
Neoplasia of the stomach	None
Stomach tumor	None
Follicular thyroid carcinoma	None
Chronic myelomonocytic leukaemia	None
Chronic myelomonocytic leukemia	None
Pituitary spindle cell oncocytoma	None
Neoplasm of the ureter	None
Neoplasia of the ureters	None
ureter, cancer of	None
Pleural mesothelioma	None
Palmar neurofibromas	None
Juvenile nasopharyngeal angiofibroma	None
Ureteral polyp	None
Ureter polyp	None
Polyp of the ureter	None
Rhabdomyosarcoma	None
Choroid plexus papilloma	None
Congenital mesoblastic nephroma	None
Tumour of the nasopharynx	None
Neoplasm of the nasopharynx	None
Tumor of the nasopharynx	None
Neoplasia of the nasopharynx	None
Nasopharyngeal neoplasm	None
Rectal polyps	None
Rectal polyposis	None
Multiple rectal polyps	None
Kaposi's sarcoma	None
Bilineage myelodysplasia	None
Facial capillary hemangioma	None
Multiple intestinal neurofibromatosis	None
Neoplasm of the thymus	None
Chondrosarcoma	None
Hepatic hemangioma	None
Hemangioma of the liver	None
Liver hemangioma	None
Orbital schwannoma	None
Choriocarcinoma	None
Lentigo maligna melanoma	None
Acute megakaryocytic leukaemia	None
AMegL	None
Acute megakaryocytic leukemia	None
Airway hemangioma	None
Subglottic hemangioma	None
Jejunal adenocarcinoma	None
Ossifying fibroma of the jaw	None
Humeral exostoses	None
Epignathus	None
Neuroendocrine neoplasm	None
Neuroendocrine neoplasia	None
Ovarian teratoma	None
Enchondroma	None
Odontogenic tumour	None
Odontogenic neoplasm	None
Odontogenic tumor	None
Large cell lung carcinoma	None
Skin tumors	None
Skin cancer (non-melanoma)	None
Neoplasia of the skin	None
Neoplasm of the skin	None
Tumour of the skin	None
Dermatological tumours	None
Skin tumours	None
Tumor of the skin	None
Skin cancer	None
Dermatological tumors	None
Ovarian dermoid cyst	None
Mature cystic ovarian teratoma	None
Myelodysplastic syndrome	None
Hypoplastic myelodysplasia	None
Myelodysplasia	None
Subependymal nodules	None
Zollinger-Ellison syndrome	None
Osteoblastoma	None
Anal canal squamous carcinoma	None
Subependymal giant-cell astrocytoma	None
Angiofibromas	None
Duodenal cancer	None
Duodenal adenocarcinoma	None
Ewing's sarcoma	None
Ewing sarcoma	None
Proximal polyposis of the stomach	None
Fundic gland polyps	None
Gastric polyposis	None
Fundic gland polyposis	None
Fibrofolliculomas	None
Fibrofolliculoma	None
Verrucous cell carcinoma of the tongue	None
Salivary gland oncocytoma	None
Parotid oncocytoma	None
Pituitary thyrotropinoma	None
Pituitary thyrotropic cell adenoma	None
Ovarian gonadoblastoma	None
Gonadoblastoma, female	None
Combined hamartoma of the retinal pigment epithelium and retina	None
T cell chronic lymphocytic lymphoma/leukemia	None
Spinal neurofibromas	None
Pancreatic islet cell adenoma	None
Eccrine syringofibroadenomatous hyperplasia	None
Acrosyringeal adenomatosis	None
Syringofibroadenoma	None
Eccrine syringofibroadenoma	None
Pinealoma	None
Tracheobronchial leiomyomatosis	None
Lymphangioma	None
Malignant genitourinary tract tumor	None
Malignant GU tract tumour	None
Malignant genitourinary tract tumour	None
Malignant GU tract tumor	None
Subcutaneous lipoma	None
Hemangioma	None
Hemangiomata	None
Strawberry mark	None
Epididymal neoplasm	None
Myxoid liposarcoma	None
Biliary tract neoplasm	None
Neoplasia of the biliary tract	None
Basal cell nevus	None
Basalioma	None
Basal cell carcinomas	None
Basal cell carcinoma	None
Basal cell epithelioma	None
Juvenile myelomonocytic leukemia	None
Juvenile myelomonocytic leukaemia	None
Intestinal polyp	None
Intestinal polyps	None
Vaginal tumor	None
Vaginal tumour	None
Vaginal neoplasia	None
Vaginal neoplasm	None
Non-Hodgkin lymphoma	None
Bilateral acoustic neuromas	None
Bilateral vestibular schwannoma	None
Oropharyngeal squamous cell carcinoma	None
Tumours of the central nervous system	None
Neoplasm of the CNS	None
Tumors of the central nervous system	None
Neoplasia of the central nervous system	None
Neoplasm of the central nervous system	None
Lymphoproliferative disorders	None
Lymphoproliferative disorder	None
Juvenile colonic polyposis	None
Angiolymphoid hyperplasia with eosinophilia	None
Epithelioid hemangioma	None
Trichodiscoma	None
Multiple mucosal neuromas	None
Chromaffin tumors	None
Pheochromocytoma	None
Chromaffin tumours	None
Hormonally silent pituitary adenoma	None
Silent pituitary adenoma	None
Clinically silent pituitary adenoma	None
Pituitary null cell adenoma	None
Non-functional pituitary adenoma	None
Genital warts	None
Cutaneous mastocytosis	None
Malignant mesothelioma	None
Testicular teratoma	None
Anal canal neoplasm	None
Anal canal tumour	None
Anal canal tumor	None
Hemangiomatosis	None
Multiple bile duct hamartomas	None
Von Meyenburg complexes	None
Multiple biliary hamartomas	None
Biliary hamartoma	None
Blood vessel tumour	None
Blood vessel tumor	None
Vascular neoplasm	None
Sarcoma	None
Cancer of connective tissue	None
Malignant connective tissue tumour	None
Malignant connective tissue tumor	None
Thyroid atypical adenoma	None
Cerebral germinoma	None
Neuroepithelial cyst	None
Glioependymal cyst	None
Neuroglial cyst	None
Pelvic lipomatosis	None
Prostate neoplasm	None
Large intestine tumour	None
Large intestine tumor	None
Neoplasm of the large intestine	None
Iris melanoma	None
Discrete intestinal polyps	None
Cutaneous leiomyosarcoma	None
Esophageal tumor	None
Esophageal tumour	None
Esophageal neoplasm	None
Burkitt lymphoma	None
Occasional neurofibromas	None
Histiocytoma	None
Ossifying fibroma	None
Pericardial mesothelioma	None
Absent lacrimal openings	None
Lacrimal puncta aplasia	None
Aplasia of lacrimal puncta	None
Absent lacrimal punctum	None
Absent lacrimal gland puncta	None
Lacrimal punctum, absence	None
Absent lacrimal puncta	None
Agenesis of the lacrimal punctum	None
Deformity of the zygomatic bone	None
Malformation of the zygomatic bone	None
Abnormal malar bone morphology	None
Abnormality of the cheekbone	None
Abnormality of the zygomatic bone	None
Deformity of the cheekbone	None
Anomaly of the zygomatic bone	None
Abnormal zygomatic bone morphology	None
Failure of development of eyebrows	None
Absent eyebrows	None
Agenesis of eyebrows	None
Missing eyebrows	None
Loss of eyebrows	None
Aplasia of eyebrows	None
Absent eyebrow	None
Facial clefts	None
Tessier facial cleft	None
Cleft of the face	None
Facial cleft	None
Enanthema	None
Tessier number 9 facial cleft	None
Wide uvula	None
Broad uvula	None
Lingual angioectasias	None
Angioectasias of the tongue	None
Tongue telangiectasia	None
Lingual telangiectasia	None
Spider veins of the tongue	None
Tooth avulsion	None
Avulsed tooth	None
Teeth: avulsion	None
Punctal stenosis	None
Stenosis of the lacrimal punctum	None
Lacrimal punctum stenosis	None
Oral mucosa erythema	None
Erythematous oral mucosa	None
Long opening between the eyelids	None
Wide palpebral fissures	None
Long palpebral fissures	None
Wide palpebral fissure	None
Broad palpebral fissure	None
Long palpebral fissure	None
Broad opening between the eyelids	None
Wide opening between the eyelids	None
Abnormality of the mouth floor	None
Abnormal mouth floor morphology	None
Abnormality of the floor of mouth	None
Large, carp-shaped mouth	None
Wide, carp-shaped mouth	None
U-Shaped upper lip vermilion	None
Fish mouth	None
Carp-like mouth	None
Carp-shaped mouth	None
Masseter muscular weakness	None
Broad facies	None
Broad face	None
Wide facies	None
Horizontal hyperplasia of face	None
Transverse excess of face	None
Horizontal excess of face	None
Increased horizontal dimension of face	None
Increased transverse dimension of face	None
Transverse hyperplasia of face	None
Increased width of face	None
Increased breadth of face	None
Wide face	None
Deformity of facial soft tissue	None
Anomaly of facial soft tissue	None
Malformation of facial soft tissue	None
Abnormality of facial soft tissue	None
Teeth present at birth	None
Born with teeth	None
Neonatal teeth	None
Natal teeth	None
Natal tooth	None
Anterior blepharitis	None
Fatty tumours on the eyelids	None
Lipomas of eyelids	None
Fatty tumors on the eyelids	None
Generalized hypoplasia of tooth enamel	None
Generalized hypoplasia of dental enamel	None
Generalised hypoplasia of tooth enamel	None
Generalized dysplasia of tooth enamel	None
Generalised dysplasia of tooth enamel	None
Generalised hypoplasia of dental enamel	None
Abnormality of incisor morphology	None
Abnormality of shape of incisor	None
Abnormal incisor morphology	None
Abnormal levator palpebrae superioris morphology	None
Oral cavity telangiectasia	None
Spider veins of the oral cavity	None
Angioectasias of the oral cavity	None
Oral cavity teleangiectasia	None
Angioectasias of the mouth	None
Spider veins of the mouth	None
bone maxilla	None
Fractured maxilla	None
Large nares	None
Increased diameter of nostril	None
Enlarged naris	None
Naris, broad	None
Broad nostril	None
Dilated nostril	None
Wide nares	None
Enlarged nostril	None
Naris, enlarged	None
Increased diameter of nares	None
Enlarged nares	None
Increased width of nares	None
Wide nostril	None
Dilated nares	None
Abnormality of bone formation of cranium	None
Abnormality of bone mineralization of cranium	None
Abnormality of bone formation of calvarium	None
Abnormality of bone calcification of skull	None
Abnormality of bone calcification of cranium	None
Abnormality of skull ossification	None
Abnormality of bone calcification of calvarium	None
Abnormality of bone mineralization of calvarium	None
Abnormality of ossification of calvarium	None
Abnormality of ossification of cranium	None
Abnormality of bone mineralization of skull	None
Abnormality of skull bone formation	None
Periorbital dermoid cyst	None
Widely patent coronal suture	None
Chalazion	None
Meibomian gland lipogranuloma	None
Abnormal facial expression	None
Wide philtrum	None
Increased transverse dimension of philtrum	None
Increased breadth of philtrum	None
Increased horizontal dimension of philtrum	None
Increased width of philtrum	None
Broad philtrum	None
Malar excess	None
Hyperplasia of malar bones	None
Malar hyperplasia	None
Malar prominence	None
Prominent malar region	None
Absent inner eyelashes	None
Atrophied masseter muscle	None
Masseter muscle atrophy	None
Atrophy of masseter muscle	None
Branchial cleft fistula	None
Branchial fistula	None
Absence of bicuspid	None
Missing premolar	None
Failure of development of premolar	None
Agenesis of bicuspid	None
Failure of development of bicuspid	None
Agenesis of premolar	None
Absence of premolar	None
Missing bicuspid	None
Nasolacrimal sac papilloma	None
Misalignment of upper and lower dental arches	None
Angle class 2 malocclusion	None
Dental malocclusion	None
Bad bite	None
Malocclusion of teeth	None
Malocclusion	None
Bilateral crossbite malocclusion	None
Angle class 3 malocclusion	None
Malalignment of upper and lower dental arches	None
Incorrect relation between upper and lower dental arches	None
Occlusion anomaly	None
Bilateral crossbite	None
Collapsed nostrils	None
Small nostrils	None
Narrow nares	None
Narrow naris	None
Narrow nostrils	None
Naris, slit-like	None
Thin nostrils	None
Naris, narrow	None
Thin nares	None
Slit-like nostrils	None
Small forehead fontanel	None
Small anterior fontanelle	None
Small anterior fontanel	None
Abnormality of facial adipose tissue	None
Deformity of facial adipose tissue	None
Abnormality of facial fat	None
Malformation of facial adipose tissue	None
Olfactory auras	None
Partial olfactory seizure	None
Olfactory aura	None
Focal sensory seizure with olfactory features	None
Focal olfactory seizure	None
Horizontal eyelid laxity	None
Epicanthal fold	None
Prominent eye folds	None
Epicanthus	None
Eye folds	None
Palpebronasal fold	None
Epicanthic folds	None
Plica palpebronasalis	None
Epicanthal folds	None
Nasal abnormality	None
Anomaly of the nose	None
Nasal anomaly	None
Nasal malformation	None
Abnormality of the nose	None
Malformation of the nose	None
Nasal deformity	None
Deformity of the nose	None
Aplasia of the intermaxillary bone	None
Aplasia of the primary palate bone	None
Absence of the intermaxillary bone	None
Failure of development of premaxilla	None
Aplasia of the premaxilla	None
Absence of the primary palate bone	None
Failure of development of the primary palate bone	None
Missing premaxilla	None
Absence of the premaxilla	None
Missing primary palate bone	None
Recurrent viral upper respiratory tract infections	None
Macrocephaly at birth	None
Big skull present since birth	None
