Abnormality of body height	HP:0000002
Cool skin temperature	HP:0033850
Oculomotor synkinesis	HP:0033851
Abnormal intrarenal vein morphology	HP:0033852
Abnormal arcuate vein morphology	HP:0033853
Abnormal interlobular vein morphology	HP:0033854
Abnormal interlobular vein lumen morphology	HP:0033855
Abnormal morphology of the interlobular vein lumen	HP:0033855
Cholesterol emboli within interlobular vein lumen	HP:0033856
Intraluminal thrombi within interlobular veins	HP:0033857
Organized thrombi within interlobular vein lumen	HP:0033858
Abnormal peritubular capillary morphology	HP:0033859
Abnormal cortical peritubular capillary morphology	HP:0033860
Multilamellation of cortical peritubular capillary basement membranes	HP:0033861
Multilamellation of basement membranes within cortical peritubular capillaries	HP:0033861
Cortical peritubular capillaritis	HP:0033862
Abnormal cortical peritubular capillary lumen morphology	HP:0033863
Abnormal medullary peritubular capillary morphology	HP:0033864
Medullary peritubular capillaritis	HP:0033865
Medullary peritubular capillary erythrocyte congestion	HP:0033866
Multilamellation of basement membranes within medullary peritubular capillaries	HP:0033867
Multilamellation of medullary peritubular capillary basement membranes	HP:0033867
Abnormal medullary peritubular capillary lumen morphology	HP:0033868
Cholesterol emboli within the medullary peritubular capillary lumen	HP:0033869
Medullary peritubular capillary lumen cholesterol emboli	HP:0033869
Intraluminal thrombi within medullary peritubular capillaries	HP:0033870
Medullary peritubular capillary intraluminal thrombi	HP:0033870
Organized thrombi within the medullary peritubular capillary lumen	HP:0033871
Medullary peritubular capillary lumen organized thrombi	HP:0033871
Cortical peritubular capillary lumen cholesterol emboli	HP:0033872
Cortical peritubular capillary intraluminal thrombi	HP:0033873
Intraluminal thrombi within cortical peritubular capillaries	HP:0033873
Cortical peritubular capillary lumen organized thrombi	HP:0033874
Abnormal arcuate vein lumen morphology	HP:0033875
Arcuate vein lumen cholesterol emboli	HP:0033876
Cholesterol emboli within arcuate vein lumen	HP:0033876
Arcuate vein intraluminal thrombi	HP:0033877
Intraluminal thrombi within arcuate veins	HP:0033877
Organized thrombi within arcuate vein lumen	HP:0033878
Arcuate vein lumen organized thrombi	HP:0033878
Abnormal arcuate vein intima/media morphology	HP:0033879
Intimal mucoid edema within arcuate veins	HP:0033880
Arcuate vein intimal mucoid edema	HP:0033880
Myxomatous change within arcuate vein intima/media	HP:0033881
Arcuate vein intimal/medial myxomatous degeneration	HP:0033881
Amyloidosis within arcuate vein intima/media	HP:0033882
Arcuate vein intima/medial amyloidosis	HP:0033882
Abnormal interlobular artery morphology	HP:0033883
Abnormal cortical radial artery morphology	HP:0033883
Abnormal cortical radial artery lumen morphology	HP:0033884
Abnormal interlobular arterial lumen morphology	HP:0033884
Cortical radial artery lumen cholesterol emboli	HP:0033885
Abnormal arcuate artery intima/media morphology	HP:0033886
Abnormalities of the arcuate arterial intima/media	HP:0033886
Interlobular arterial intima/media amyloidosis	HP:0033887
Amyloidosis within interlobular arterial intima/media	HP:0033887
Cortical radial artery intimal/medial amyloidosis	HP:0033887
Abnormalities of the interlobular arterial intima/media	HP:0033888
Abnormal cortical radial artery intima/media morphology	HP:0033888
Abnormal renal arteriole morphology	HP:0033889
Abnormal renal arteriole lumen morphology	HP:0033890
Cholesterol emboli within the arteriolar lumen	HP:0033891
Renal arteriolar lumen cholesterol emboli	HP:0033891
Abnormal renal arteriole intima/media morphology	HP:0033892
Renal arteriolar lumen organized thrombi	HP:0033893
Renal arteriolar intraluminal thrombi	HP:0033894
Abnormal renal arteriole endothelium morphology	HP:0033895
Abnormalities of the arcuate arterial lumen	HP:0033896
Abnormal arcuate artery lumen morphology	HP:0033896
Arcuate artery lumen cholesterol emboli	HP:0033897
Cholesterol emboli within arcuate arterial lumen	HP:0033897
Intraluminal thrombi within arcuate arterial lumen	HP:0033898
Arcuate artery intraluminal thrombi	HP:0033898
Organized thrombi within arcuate arterial lumen	HP:0033899
Arcuate artery lumen organized thrombi	HP:0033899
Amyloidosis within renal arteriolar intima/media	HP:0033900
Renal arteriole intima/media amyloidosis	HP:0033900
Abnormal arcuate artery endothelium morphology	HP:0033901
Endotheliosis within arcuate arteries	HP:0033902
Arcuate artery endotheliosis	HP:0033902
Arcuate artery endoarterial hypercellularity	HP:0033903
Endoarterial hypercellularity within arcuate artery	HP:0033903
Renal arteriole intima/media hyalinosis	HP:0033904
Arcuate artery intima/media arteriosclerosis	HP:0033905
Arteriosclerosis within arcuate arterial intima/media	HP:0033905
Renal intimal/medial arteriolitis	HP:0033906
Renal arteriole intima/media arteriolosclerosis	HP:0033907
Renal arteriole medial atrophy	HP:0033908
Arcuate vein medial hypertrophy	HP:0033909
Medial hypertrophy within arcuate veins	HP:0033909
Medial atrophy within arcuate veins	HP:0033910
Arcuate vein medial atrophy	HP:0033910
Medial hypertrophy within interlobular arteries	HP:0033911
Interlobular artery medial hypertrophy	HP:0033911
Cortical radial artery medial hypertrophy	HP:0033911
Cortical radial artery medial atrophy	HP:0033912
Interlobular artery medial atrophy	HP:0033912
Medial atrophy within interlobular arteries	HP:0033912
Arteritis within interlobular arterial intima/media	HP:0033913
Interlobular artery medial/intimal arteriitis	HP:0033913
Cortical radial artery medial/intimal arteriitis	HP:0033913
Arcuate artery intima/media amyloidosis	HP:0033914
Amyloidosis within arcuate arterial intima/media	HP:0033914
Arcuate artery intimal mucoid edema	HP:0033915
Medial/intimal arcuate venosclerosis	HP:0033916
Arcuate intimal/medial venulitis	HP:0033917
Venulitis within arcuate vein intima/media	HP:0033917
Medial hypertrophy within arterioles	HP:0033918
Renal arteriole medial hypertrophy	HP:0033918
Medial/intimal arcuate venulitis	HP:0033919
Renal arteriole intima/media storage material accumulation	HP:0033920
Accumulated storage material within arteriolar intima/media	HP:0033920
Endoarterial hypercellularity within arterioles	HP:0033921
Renal arteriole endoarterial hypercellularity	HP:0033921
Renal arteriole leukocytic endoarterial hypercellularity	HP:0033922
Renal arteriole foam cell endoarterial hypercellularity	HP:0033923
Endoarterial hypercellularity within arterioles consisting of foam cells	HP:0033923
Renal arteriole neutrophil endoarterial hypercellularity	HP:0033924
Endoarterial hypercellularity within arterioles consisting of neutrophils	HP:0033924
Endoarterial hypercellularity within arterioles consisting of lymphocytes	HP:0033925
Renal arteriole lymphocyte endoarterial hypercellularity	HP:0033925
Multilamellation (onion skinning) within renal arteriole intima/media	HP:0033926
Renal arteriole intimal/medial multilamellation	HP:0033926
Renal arteriole intima/media multilamellation	HP:0033926
Renal arteriole intimal/medial onion skinning	HP:0033926
Endoarterial hypercellularity within arcuate artery consisting of leukocytes	HP:0033927
Arcuate artery endoarterial leukocyte hypercellularity	HP:0033927
Arcuate artery endoarterial foam cell hypercellularity	HP:0033928
Endoarterial hypercellularity within arcuate artery consisting of foam cells	HP:0033928
Arcuate artery endoarterial neutrophil hypercellularity	HP:0033929
Endoarterial hypercellularity within arcuate artery consisting of neutrophils	HP:0033929
Endoarterial hypercellularity within arcuate artery consisting of lymphocytes	HP:0033930
Arcuate artery endoarterial lymphocyte hypercellularity	HP:0033930
Arcuate artery intima/media necrosis	HP:0033931
Arcuate artery intima/media coagulative necrosis	HP:0033932
Coagulative necrosis within interlobular arterial intima/media	HP:0033932
Liquefactive necrosis of the arcuate artery intima/media	HP:0033933
Arcuate artery intima/media liquefactive necrosis	HP:0033933
Arcuate vein intimal/medial storage material accumulation	HP:0033934
Multilamellation (onion skinning) within arteriolar intima/media	HP:0033934
Renal arteriole intima/media onion skinning	HP:0033934
Necrosis within interlobular arterial intima/media	HP:0033935
Cortical radial artery intima/media necrosis	HP:0033935
Liquefactive necrosis within interlobular arterial intima/media	HP:0033936
Cortical radial artery intima/media liquefactive necrosis	HP:0033936
Cortical radial artery intima/media coagulative necrosis	HP:0033937
Renal arteriole intima/media necrosis	HP:0033938
Renal arteriole intima/media liquefactive necrosis	HP:0033939
Liquefactive necrosis of the renal arteriolar intima/media	HP:0033939
Renal arteriole intima/media coagulative necrosis	HP:0033940
Granulomatous arteriolitis of the arteriolar intima/media	HP:0033941
Granulomatous arteriolitis within arteriolar intima/media	HP:0033941
Arcuate vein medial/intimal necrosis	HP:0033942
Necrosis within arcuate vein intima/media	HP:0033942
Coagulative necrosis within arcuate vein intima/media	HP:0033943
Arcuate vein medial/intimal coagulative necrosis	HP:0033943
Liquefactive necrosis within arcuate vein intima/media	HP:0033944
Arcuate vein medial/intimal liquefactive necrosis	HP:0033944
Arcuate intimal/medial granulomatous venulitis	HP:0033945
Arcuate vein intima/media crystal accumulation	HP:0033946
Accumulated crystals within renal arteriolar intima/media	HP:0033947
Renal arteriole intima/media crystal accumulation	HP:0033947
Arcuate artery intima/media arteriitis	HP:0033948
Arteritis within arcuate arterial intima/media	HP:0033948
Arcuate artery intima/media granulomatous arteriitis	HP:0033949
Granulomatous arteritis within arcuate arterial intima/media	HP:0033949
Cortical radial artery intraluminal thrombi	HP:0033950
Intraluminal thrombi within interlobular arterial lumen	HP:0033950
Cortical radial artery intraluminal organized thrombi	HP:0033951
Organized thrombi within interlobular arterial lumen	HP:0033951
Abnormalities of the interlobular arterial endothelium	HP:0033952
Abnormal cortical radial artery endothelium morphology	HP:0033952
Endotheliosis within interlobular arteries	HP:0033953
Cortical radial artery endotheliosis	HP:0033953
Endoarterial hypercellularity within interlobular artery	HP:0033954
Cortical radial artery hypercellularity	HP:0033954
Endoarterial hypercellularity within interlobular artery consisting of leukocytes	HP:0033955
Cortical radial artery leukocyte hypercellularity	HP:0033955
Endoarterial hypercellularity within interlobular artery consisting of lymphocytes	HP:0033956
Cortical radial artery lymphocyte hypercellularity	HP:0033956
Endocapillary hypercellularity within interlobular arterial endothelium consisting of neutrophils	HP:0033957
Cortical radial artery neutrophil hypercellularity	HP:0033957
Endocapillary hypercellularity within interlobular arterial endothelium consisting of foam cells	HP:0033958
Cortical radial artery foam cell hypercellularity	HP:0033958
Arteriosclerosis within interlobular arterial intima/media	HP:0033959
Cortical radial artery intima/media arteriosclerosis	HP:0033959
Intimal mucoid edema within interlobular arterial intima/media	HP:0033960
Cortical radial artery intimal mucoid edema	HP:0033960
Multilamellation (onion skinning) within interlobular arterial intima/media	HP:0033961
Cortical radial artery intima/media onion skinning	HP:0033961
Cortical radial artery intima/media multilamellation	HP:0033961
Cortical radial artery medial/intimal granulomatous arteriitis	HP:0033962
Abnormal interlobular vein intima/media morphology	HP:0033963
Interlobular intima/media venosclerosis	HP:0033964
Venosclerosis within interlobular vein intima/media	HP:0033964
Intimal mucoid edema within interlobular veins	HP:0033965
Interlobular vein intimal mucoid edema	HP:0033965
Interlobular vein intima/media amyloidosis	HP:0033966
Amyloidosis within interlobular vein intima/media	HP:0033966
Venulitis within interlobular vein intima/media	HP:0033967
Interlobular vein intima/media venulitis	HP:0033967
Granulomatous venulitis within interlobular vein intima/media	HP:0033968
Interlobular vein intima/media granulomatous venulitis	HP:0033968
Necrosis within interlobular vein intima/media	HP:0033969
Interlobular vein intima/media necrosis	HP:0033969
Liquefactive necrosis within interlobular vein intima/media	HP:0033970
Interlobular vein intima/media liquefactive necrosis	HP:0033970
Interlobular vein intima/media coagulative necrosis	HP:0033971
Interlobular vein medial atrophy	HP:0033972
Medial atrophy within interlobular veins	HP:0033972
Interlobular vein medial hypertrophy	HP:0033973
Medial hypertrophy within interlobular veins	HP:0033973
Interlobular vein intima/media onion skinning	HP:0033974
Multilamellation (onion skinning) within interlobular vein intima/media	HP:0033974
Interlobular vein intima/media multilamellation	HP:0033974
Absent second fingernail	HP:0033975
Volar fingernail	HP:0033976
Palmar fingernail	HP:0033976
Ventral fingernail	HP:0033976
Absent talus	HP:0033977
Talus aplasia	HP:0033977
Talar aplasia	HP:0033977
Reduced beta-hexosaminidase activity	HP:0033978
Excessive dynamic airway collapse	HP:0033979
Membranous tracheobronchomalacia	HP:0033979
Paroxysmal tonic upgaze	HP:0033980
Vertebral artery tortuosity	HP:0033981
Tortuous vertebral arteries	HP:0033981
Celiac artery dissection	HP:0033982
Decreased circulating apolipoprotein C-II concentration	HP:0033983
Decreased plasma apolipoprotein C-II	HP:0033983
Increased urinary 8-oxo-7,8-dihydroguanosine level	HP:0033984
Increased urinary 8-oxo-Gsn level	HP:0033984
Increased urinary 8-oxo-7,8-dihydroguanosine	HP:0033984
Increased urine 8-oxo-GMP	HP:0033984
Increased urine 8-oxo-7,8-dihydroguanosine	HP:0033984
Long femoral neck	HP:0033985
Elongated femoral neck	HP:0033985
Tortuous lymphatics	HP:0033986
Tortuous lymphatic vessels	HP:0033986
Phosphaturic mesenchymal tumor	HP:0033987
Amygdala microinfarct	HP:0033988
Hippocampal microinfarct	HP:0033989
Cartilaginous malacia	HP:0033990
Cartilaginous tracheobronchomalacia	HP:0033990
Vasa previa	HP:0033991
Chronotropic incompetence	HP:0033992
Viral encephalitis	HP:0033993
Dependency on parenteral nutrition	HP:0033994
Microvillus inclusions	HP:0033995
Microvillar PAS-positive secretory granules	HP:0033996
Perinuclear cardiomyocyte vacuolization	HP:0033997
Single-lobed right lung	HP:0033998
Bronchial hemorrhage	HP:0033999
Bronchial bleeding	HP:0033999
Tracheal bleeding	HP:0034000
Tracheal hemorrhage	HP:0034000
CFH autoantibodies	HP:0034001
Anti-Complement factor H antibody positivity	HP:0034001
Anti-phospholipase A2 receptor antibody positivity	HP:0034002
Anti-PLA2R antibody positivity	HP:0034002
Medial broadening of eyebrows	HP:0034003
Broad medial eyebrow	HP:0034003
Parosmia	HP:0034004
Decreased dendritic spine number	HP:0034005
Decreased urinary lysyl-pyridinoline-hydroxylysyl-pyridinoline ratio	HP:0034006
Posterior atrophy of corpus callosum	HP:0034007
Opto-chiasmatic atrophy	HP:0034008
Pelvic lipomatosis	HP:0034009
Increased megakaryocyte colony forming unit count	HP:0034010
Non-progressive sperm motility	HP:0034011
Reduced progressive sperm motility	HP:0034011
Palmoplantar hypohidrosis	HP:0034012
Curvilinear pericallosal lipoma	HP:0034013
Tubulonodular pericallosal lipoma	HP:0034014
Cavitating pulmonary nodule	HP:0034015
Anti-human leukocyte antigen antibody positivity	HP:0034016
Anti-HLA antibody positivity	HP:0034016
Anti-class I HLA antibody positivity	HP:0034017
Anti-class II HLA antibody positivity	HP:0034018
Anti-HLA-A antibody positivity	HP:0034019
Anti-HLA-A IgG1 antibody positivity	HP:0034020
Anti-HLA-A IgG3 antibody positivity	HP:0034021
Anti-HLA-B antibody positivity	HP:0034022
Anti-HLA-B IgG1 antibody positivity	HP:0034023
Anti-HLA-B IgG3 antibody positivity	HP:0034024
Abnormal circulating GABA concentration	HP:0034025
Elevated circulating sacchoropine concentration	HP:0034026
Abnormal urinary non-proteinogenic amino acid level	HP:0034027
Saccharopinuria	HP:0034028
Hepatic foam cells	HP:0034029
Lip cyanosis	HP:0034030
Bluish lips	HP:0034030
Cyanotic lips	HP:0034030
Labial cyanosis	HP:0034030
Facial cyanosis	HP:0034031
Bluish face	HP:0034031
Cyanotic face	HP:0034031
Central cyanosis	HP:0034032
Peripheral cyanosis	HP:0034033
Differential cyanosis	HP:0034034
Pharyngeal exudate	HP:0034035
Pharyngeal fluid	HP:0034035
Fluid from the pharynx	HP:0034035
Pseudo-chilblains on toes	HP:0034036
Chilblain-like toe lesions	HP:0034036
Chilblain-like toes	HP:0034036
COVID toe	HP:0034036
COVID finger	HP:0034037
Pseudo-chilblains on fingers	HP:0034037
COVID fingers	HP:0034037
