Abnormality of taste sensation	HP:0000223
Abnormal cardiomyocyte morphology	None
Abnormal cardiac muscle cell morphology	None
Decreased total IgA in blood	None
Total immunoglobulin A deficiency	None
Decreased circulating total IgA	None
Reduced granulocyte CD55 level	None
Absent Birbeck granules in Langerhans cells	None
Increased anti-animal protein IgE antibody level	None
Increased level of anti-animal protein IgE antibody	None
Abnormality of chromosome stability	None
Decreased activities of mitochondrial-encoded respiratory chain complexes	None
Decreased activity of mitochondrial respiratory complexes	None
Decreased activity of mitochondrial respiratory chain	None
Chronic decreased IgG4 in blood	None
Chronic decreased circulating IgG4	None
Abnormal B cell proliferation	None
Oligoclonal elevation of circulating IgE	None
Abnormal lymphocyte apoptosis	None
Increased mitochondrial number	None
Decreased immunoglobulin level in body fluid	None
Increased immunoglobulin level in body fluid	None
Decreased activity of mitochondrial complex III	None
Respiratory complex III deficiency	None
IgE deficiency	None
Decreased IgE	None
Decreased circulating IgE	None
Long chain 3 hydroxyacyl coA dehydrogenase deficiency	None
Decreased 3-hydroxyacyl-CoA dehydrogenase level	None
Short-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency	None
Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase deficiency	None
Zebra bodies	None
Intracellular accumulation of Dol-PP-GlcNAc2Man5	None
Increased circulating IgG1 level	None
Abnormality of T cell physiology	None
Monoclonal elevation of circulating IgA	None
Abnormal buccal mucosa cell morphology	None
Decreased activity of mitochondrial complex II	None
Respiratory complex II deficiency	None
Decreased specific antibody response to vaccination	None
Cardiomyocyte mitochondrial proliferation	None
Decreased FasL-mediated apoptosis	None
Prolonged G2 phase of cell cycle	None
Transient decreased circulating IgG1	None
Transient decreased IgG1 in blood	None
Abnormal activity of mitochondrial respiratory chain	None
Increased circulating IgG3 level	None
Curvilinear intracellular accumulation of autofluorescent lipopigment storage material	None
Curvilinear profiles ultrastructurally	None
Curvilinear profiles ultrastructurally in cells	None
Intracellular curvilinear profiles on ultrastructural analysis	None
Increased anti-house dust mite IgE antibody level	None
Increased anti-house dust IgE antibody level	None
Increased level of anti-house dust IgE antibody	None
Chronic (near) absent circulating IgG3	None
Chronic (near) absent IgG3 in blood	None
Abnormal distribution of cell junction proteins in buccal mucosal cells	None
Homer Wright rosette	None
Fibroblast metachromasia	None
Abnormal cellular phenotype	None
Abnormal delayed hypersensitivity skin test	None
Partial absence of specific antibody response to tetanus vaccine	None
Partial absence of specific antibody response to unconjugated pneumococcus vaccine	None
Reduced granulocyte CD59 level	None
Decreased plasma carnitine	None
Carnitine deficiency	None
Chronic decreased IgM in blood	None
Chronic decreased circulating IgD	None
Elevated immunoglobulin levels	None
Raised immunoglobulin levels	None
Increased immunoglobulin level	None
Increased serum gamma globulin	None
Increased gamma globulin	None
Hypergammaglobulinemia	None
Hypergammaglobulinaemia	None
Increased antibody level in blood	None
Increased circulating antibody level	None
Hyperglobulinemia	None
Decreased circulating IgG3 level	None
Decreased IgG3 level in blood	None
Dysgammaglobulinemia	None
Reduced natural killer cell activity	None
Chronic (near) absent circulating IgG1	None
Chronic (near) absent IgG1 in blood	None
Decreased circulating total IgG	None
IgG heavy chain paraproteinemia	None
Gamma heavy-chain disease	None
Reduced fibroblast CD55 level	None
Complete or near-complete absence of specific antibody response to unconjugated pneumococcus vaccine	None
Impaired Ig class switch recombination	None
Impaired B-lymphocyte isotype switching	None
Abnormal cadiomyocyte dystrophin staining	None
Perivascular pseudorosette	None
Defective T cell activation	None
Decreased T-lymphocyte activation	None
Decreased T-cell activation	None
Decreased T lymphocyte activation	None
Decreased T cell activation	None
Profound depletion of T4+ lymphocytes	None
Electron transfer flavoprotein-ubiquinone oxidoreductase defect	None
Abnormal lymphocyte physiology	None
Abnormal lymphocyte proliferation	None
Increased cellular radiosensitivity	None
Chromosomal breakage induced by ionizing radiation	None
Chromosomal breakage induced by ionising radiation	None
Radiation-induced chromosome instability	None
Increased lymphocyte apoptosis	None
Chronic decreased cirulating IgG2	None
Chronic decreased IgG2 in blood	None
Increased level of anti-bacteria IgE antibody	None
Increased anti-bacteria IgE antibody level	None
Increased anti-plant product IgE antibody level	None
Abnormal CD69 upregulation upon TCR activation	None
Immunoglobulin IgG2 deficiency	None
Reduced IgG2 levels	None
Decreased circulating IgG2 level	None
Decreased IgG2 level in blood	None
Increased anti-parasite IgE antibody level	None
Abnormality of B cell physiology	None
Reduced B cell function	None
Reduced CD95-induced lymphocyte apoptosis	None
Increased size of nasopharyngeal adenoids	None
Adenoid hypertrophy	None
Adenoids large	None
Abnormal subpleural morphology	None
Cavitating pulmonary nodule	None
Recurrent upper respiratory infections	None
Recurrent upper respiratory and lower respiratory infections	None
Upper respiratory tract infections, recurrent	None
Frequent upper respiratory tract infections	None
Recurrent upper respiratory infection	None
Recurrent URI	None
Recurrent colds	None
Frequent upper respiratory infections	None
Upper respiratory tract infections	None
Recurrent upper respiratory tract infections	None
Abnormality of the maxillary antrum	None
Abnormality of the upper jaw sinus	None
Abnormality of the antrum of Highmore	None
Abnormality of the maxillary sinus	None
Centrilobular emphysema	None
Centriacinar emphysema	None
Cardiac total anomalous pulmonary venous connexion	None
Total anomalous pulmonary venous connection, intracardiac	None
Type 2 total anomalous pulmonary venous connection	None
Cardiac total anomalous pulmonary venous connection	None
Abnormal transfer factor of the lung for carbon monoxide	None
Abnormal DLCO	None
Abnormal TLCO	None
Abnormal diffusing capacity	None
Laryngeal cyst	None
Pulmonary granulomatosis	None
Endogenous lipoid pneumonia	None
Congenital lobar emphysema	None
Congenital lobar overinflation	None
Increased respiratory rate or depth of breathing	None
Tachypnea	None
Polypnea	None
Bowing of the vocal cords	None
Bronchial asthma	None
Asthma	None
Reactive airway disease	None
Neoplasm of the nasopharynx	None
Tumor of the nasopharynx	None
Nasopharyngeal neoplasm	None
Neoplasia of the nasopharynx	None
Tumour of the nasopharynx	None
Congenital alveolar dysplasia	None
Subpleural honeycombing	None
Abnormal central microtubular pair morphology of respiratory motile cilia	None
Precapillary pulmonary hypertension	None
Pre-capillary pulmonary hypertension	None
Platypnea	None
Abnormal nasal mucus secretion	None
Chronic lung disease	None
Pleural mass	None
Pharyngeal edema	None
Throat swelling	None
Swollen throat	None
Pharyngeal oedema	None
Bronchiectasis	None
Permanent enlargement of the airways of the lungs	None
Sinusitis	None
Sinus disease	None
Sinus infection	None
Sinus inflammation	None
Agenesis of ethmoid sinuses	None
Missing ethmoid sinuses	None
Absent ethmoidal sinuses	None
Failure of development of ethmoid sinuses	None
Chronic bronchitis	None
Parenchymal consolidation	None
Architectural distortion of the lung	None
Labored breathing	None
Breathing difficulties	None
Respiratory difficulties	None
Respiratory distress	None
Decreased prebronchodilator forced expiratory flow 25-75%	None
Decreased pre bronchodilator forced expiratory flow 25-75%	None
Decreased pre-bronchodilator forced expiratory flow 25-75%	None
Decreased pre-bronchodilator FEF25-75%	None
Sudden episodic apnea	None
Pulmonary aterial intimal fibrosis	None
Laryngeal obstruction	None
Crackles	None
Rales	None
Crepitations	None
Intrapulmonary sequestration	None
Reversible airflow obstruction	None
Reversible pulmonary obstruction	None
Ground-glass opacification on pulmonary HRCT	None
GGO	None
Ground-glass opacification	None
Ground glass opacities	None
Filling of the alveoli with alveolar macrophages	None
Filling of the alveoli with desquamated epithelial cells	None
Desquamative interstitial pneumonitis	None
Intra-alveolar accumulation of macrophages	None
Rhonchi	None
Abnormal size of nasopharyngeal adenoids	None
Central hypoventilation	None
Nasal flaring	None
Lipid-laden macrophages in bronchoalveolar fluid	None
Seal-like barking cough	None
Barking cough	None
Pulmonary artery stenosis	None
Narrowing of lung artery	None
Sinusitis, recurrent	None
Recurrent sinusitis	None
Recurrent sinus disease	None
Chronic sinus disease	None
Sinusitis, chronic	None
Chronic sinusitis	None
Whooping cough	None
Pulmonary artery atresia	None
Pulmonary atresia	None
Trouble breathing	None
Difficult to breathe	None
Panting	None
Difficulty breathing	None
Abnormal breathing	None
Shortness of breath	None
Dyspnea	None
Dyspnoea	None
Breathing difficulty	None
Abnormal respiratory motile cilium morphology	None
Accumulation of hemosiderin laden alveolar macrophages	None
Hemosiderin-laden macrophages in bronchoalveolar fluid	None
Siderophages in bronchoalveolar fluid	None
Pulmonary capillary angioectasia	None
Pulmonary artery hypoplasia	None
Underdeveloped pulmonary artery	None
Underdeveloped lung artery	None
Peribronchovascular interstitial thickening	None
Reticular pattern on pulmonary HRCT	None
Perivascular pre-capillary pulmonary artery inflammation	None
Perivascular inflammation of arterioles in the pulmonary circulation	None
Perivascular inflammation of pre-capillary pulmonary arteries	None
Pulmonary lymphangiectasis	None
Pulmonary lymphangiectasia	None
Neonatal pneumothorax	None
Spontaneous neonatal pneumothorax	None
Subsolid pulmonary nodule	None
Nodular-random pattern on pulmonary HRCT	None
Absent/hypoplastic paranasal sinuses	None
Bronchiolitis obliterans	None
Obliterative bronchiolitis	None
Constrictive bronchiolitis	None
Pulmonary bullae	None
Pulmonary bulla	None
Early inspiratory crackles	None
Interstitial pneumonitis	None
Large cell lung carcinoma	None
Crazy-paving pattern	None
Crazy paving pattern	None
Crazy paving pattern on pulmonary HRCT	None
Abnormal cricoid cartilage morphology	None
Abnormality of cricoid cartilage	None
Abnormal pharynx physiology	None
Restrictive respiratory insufficiency	None
Restrictive respiratory syndrome	None
Restrictive respiratory disease	None
Stiff lung or chest wall causing decreased lung volume	None
Restrictive lung disease	None
Restrictive deficit on pulmonary function tests	None
Restrictive ventilatory defect	None
Restrictive deficit on pulmonary function testing	None
Spirometric restriction	None
Respiratory failure	None
Decreased KCO	None
Recurrent intrapulmonary hemorrhage	None
Recurrent pulmonary haemorrhage	None
Recurrent intrapulmonary haemorrhage	None
Recurrent pulmonary hemorrhage	None
Recurrent bleeding into lungs	None
Absent bronchoalveolar surfactant-protein C	None
Episodic under breathing	None
Episodic slow breathing	None
Episodic hypoventilation	None
Acellular airway casts	None
Mucin casts	None
Type II airway casts	None
Tracheal bronchus	None
Diffuse alveolar haemorrhage	None
Diffuse alveolar hemorrhage	None
Black lung pattern on pulmonary HRCT	None
Decreased attenuation pattern on pulmonary HRCT	None
Abnormal pulmonary fissure architecture	None
Tracheomegaly	None
Abnormal cellular composition of bronchoalveolar fluid	None
Abnormal cell differential of broncho-alveolar fluid	None
Pulmonary venous hypertension	None
Laryngotracheal stenosis	None
Partial laryngeal atresia	None
Laryngeal web	None
Laryngeal webs	None
Bronchocele	None
Reduced FEV1	None
Reduced forced expiratory volume in one second	None
Aplasia/Hypoplasia of the frontal sinuses	None
Abnormally small frontal sinus	None
Supernumerary tracheal bronchus	None
Advanced pneumatization of cranial sinuses	None
Increased pulmonary vascular resistance	None
Anomalous origin of one pulmonary artery from ascending aorta	None
Hemitruncus	None
Intermittent overbreathing	None
Episodic hyperventilation	None
Intermittent hyperventilation	None
Cystic pattern on pulmonary HRCT	None
Neoplasia of the pleura	None
Wet cough	None
Cough with mucus production	None
Productive cough	None
Fibrocystic lung disease	None
Caseating pulmonary granulomatosis	None
Necrotizing pulmonary granulomatosis	None
Recurrent viral upper respiratory tract infections	None
Increased airway neuroendocrine cells	None
Expiratory air trapping	None
Absent inner and outer dynein arms	None
Intralobular interstitial thickening	None
Bronchogenic cyst	None
Narrowing of windpipe	None
Tracheal stenosis	None
