Abnormality of body height	HP:0000002
Inverted nipples	None
Invaginated nipples	None
Breast hypoplasia	None
Underdeveloped breasts	None
Abnormal nipple morphology	None
Abnormality of the nipple	None
Prominent nipples	None
Wide intermamillary distance	None
Widely-spaced nipples	None
Widely spaced nipples	None
Wide-spaced nipples	None
Multifocal breast cancer	None
Multifocal breast carcinoma	None
Absent/rudimentary nipples	None
Nipples absent or rudimentary	None
Absent/small nipples	None
Absent/underdeveloped nipples	None
Aplasia/Hypoplasia of the nipples	None
Absent/underdeveloped breasts	None
Absent/small breasts	None
Aplasia/Hypoplasia of the breasts	None
Asymmetry of the breasts	None
Hypertrophy of the breasts	None
Gigantomastia	None
Breasts enlarged	None
Breast hypertrophy	None
Large breast	None
Macromastia	None
Breast enlargement	None
Fibroadenosis - breast	None
Fibroadenoma of the breast	None
Fibroadenosis of breast	None
Breast fibroadenosis	None
Breast fibroadenomas	None
Breast fibroadenoma	None
One underdeveloped breast	None
Unilateral breast hypoplasia	None
Bilateral breast hypoplasia	None
Two underdeveloped breasts	None
Ductal carcinoma in situ	None
Lobular carcinoma in situ	None
Abnormal breast morphology	None
Abnormal breast physiology	None
Lactation incapacity	None
Agalactia	None
Dry nipple	None
Abnormal areolar morphology	None
Areolar fullness	None
Breast lump	None
Breast mass	None
Abnormal intermamillary distance	None
Short intermamillary distance	None
Breast tumor	None
Neoplasm of the breast	None
Neoplasia of the breast	None
Breast tumour	None
Tumours of the breast	None
Mammary gland aplasia	None
Breast aplasia	None
Absent breast	None
Congenital absence of breast	None
Galactorrhea	None
Galactorrhoea	None
Spontaneous milk flow from breast	None
Hypoplastic areolae	None
Hypoplastic areola	None
Latent hyperopia	None
Latent hypermetropia	None
Pinhole visual acuity 3.0 LogMAR	None
Abnormal eye	None
Abnormality of the eye	None
Eye disease	None
Ocular coloboma	None
Coloboma	None
Ocular colobomas	None
Notched pupil	None
Compensatory chin depression	None
Iris hamartomas	None
Lisch nodules	None
Lamellar pulverulent cataract	None
Abnormal timing of dark-adapted bright flash electroretinogram	None
Heterotropia	None
Undetectable VEP	None
Undetectable visual evoked potentials	None
Non-detectable VEP	None
Absence of visual evoked potentials	None
Abnormal central response of multifocal electroretinogram	None
Unaided visual acuity 3.0 LogMAR	None
Pinhole visual acuity 0.4 LogMAR	None
Meibomian gland disease	None
Meibomian gland dysfunction	None
Posterior blepharitis	None
Abnormal full-field electroretinogram	None
Congenital ptosis	None
Congenital drooping upper eyelid	None
Central retinal artery occlusion	None
Occult macular dystrophy	None
Orbital schwannoma	None
Medial rectus muscle weakness	None
Exodeviation	None
Divergent strabismus	None
Compensatory face turn to the left	None
Abnormal corneal stroma morphology	None
Abnormality of corneal stroma	None
Horizontal supranuclear gaze palsy	None
Constricted pupils	None
Miosis	None
Pupillary constriction	None
Abnormal corneal endothelium morphology	None
Abnormality of corneal endothelium	None
Anterior chamber cells grade 1+	None
Saccadic oscillations	None
Saccadic oscillation	None
Abnormal amplitude of light-adapted single flash electroretinogram	None
Abnormal amplitude of light-adapted flicker electroretinogram	None
Mild myopia	None
Compensatory head tilt to the left shoulder	None
Choroidal nevus	None
Transient unilateral blurred vision	None
Hemianoptic blurring of vision	None
Transient unilateral blurring of vision	None
Hemianopic blurring	None
Increased retinal vascularity	None
Moderate reduction in contrast sensitivity	None
Moderately reduced contrast sensitivity	None
Best corrected visual acuity 0.7 LogMAR	None
Cone monochromacy	None
Latent myopia	None
Peripheral retinal detachment	None
Blind spot enlargment	None
Blind-spot enlargment	None
Buphthalmos	None
Enlarged eyeball	None
Lateral rectus muscle overaction	None
Chorioretinal dysplasia	None
Reduced peripheral vision	None
Constricted visual fields	None
Constricted visual field	None
Visual field constriction	None
Concentric narrowing of visual field	None
Limited peripheral vision	None
Constriction of peripheral visual field	None
Instability of ocular fixation	None
Visual fixation instability	None
Day blindness	None
Hemeralopia	None
Staring gaze	None
Staring eyes	None
Wandering eyes	None
Wandering eye	None
Lazy eye	None
Amblyopia	None
Lester's sign	None
Non-accomodative convergence excess esotropia	None
Near esotropia	None
Dissociated vertical deviation	None
Slow eye movements	None
Slow visual tracking	None
Slow saccadic eye movements	None
Slow saccades	None
Axial myopia	None
Anterior subcapsular cataract	None
Progressive cataract	None
Cataract, progressive	None
Nongranulomatous uveitis	None
Pendular nystagmus	None
Nystagmus, continuous pendular	None
Nystagmus, pendular	None
Complete congenital stationary night blindness	None
Abnormal multifocal electroretinogram	None
Hypotropia	None
Abnormal automated kinetic perimetry test	None
Optic neuritis	None
Binasal hemianopia	None
Pinhole visual acuity 1.1 LogMAR	None
Chronic irritative conjunctivitis	None
Anterior blepharitis	None
Abnormal visual pursuit	None
Abnormality of visual tracking	None
Impaired smooth pursuit	None
Impairment of visual pursuit	None
Inward turning cross eyed	None
Esotropia	None
ROP plus	None
Retinopathy of prematurity plus	None
Bitemporal hemianopia	None
Increased cup disc ratio	None
Increased cup-to-disc ratio	None
Elevated cup to disc ratio	None
Adult-onset night blindness	None
Abnormal P50/N95 ratio of pattern electroretinogram	None
Retinal bone corpuscle pigmentation	None
Fundus with peripheral bony spicules	None
Retinal 'bone corpuscle' pigmentation	None
Bone corpuscle fundus pigmentation	None
Bone spicule pigmentation of the retina	None
Retinal pigmented bone spicules	None
Decreased corneal thickness	None
Thin cornea	None
Abnormality of lens shape	None
Impaired saccades	None
Abnormality of saccadic eye movements	None
Abnormal saccadic eye movements	None
Macular pigmentary changes	None
Abnormality of macular pigmentation	None
Abnormality of the sclera	None
Abnormality of the outer white part of eyeball	None
Abnormal sclera morphology	None
Deuteranopia	None
Green-blind	None
Static ophthalmoparesis	None
Subepithelial corneal opacities	None
Red desaturation	None
Peripheral retinal avascularization	None
Visual acuity light perception without projection	None
Absent/underdeveloped lens	None
Absent/small lens	None
Aplasia/Hypoplasia of the lens	None
Anterior segment of eye aplasia	None
Cystoid macular degeneration	None
Cystic macular degeneration	None
Abnormal retinal nerve fiber layer morphology	None
Abnormal retinal nerve fibre layer morphology	None
Sutural cataract	None
Vitreous snowballs	None
Intermittent microsaccadic pursuits	None
Macular edema	None
Macular oedema	None
Esophoria	None
Oculosympathetic palsy	None
Horner's syndrome	None
Horner syndrome	None
Horizontal pendular nystagmus	None
Blurred vision	None
Abnormality of the iris	None
Abnormality iris morphology	None
Eye freckle	None
Iris nevus	None
Supernormal dark-adapted bright flash electroretinogram b-wave	None
Microcoria	None
Fundus atrophy	None
Unequal pupil size	None
Asymmetric pupil sizes	None
Asymmetry of the pupils	None
Unequal pupil dilatation	None
Anisocoria	None
Abnormality of pattern reversal visual evoked potentials	None
Abnormality of pattern reversal VEP	None
Medial rectus muscle overaction	None
Red eyes	None
Red eye	None
Partial loss of field of vision	None
Visual field defect	None
Visual field defects	None
Anterior chamber cells grade 0	None
Optic nerve dysplasia	None
Congenital stationary night blindness	None
Night blindness, congenital	None
Static congenital hemeralopia	None
Night blindness, stationary	None
Congenital night blindness	None
Night blindness since birth	None
Night blindness, congenital stationary, complete	None
Night blindness, congenital stationary	None
Submacular haemorrhage	None
Sub-macular hemorrhage	None
Sub-macular haemorrhage	None
Submacular hemorrhage	None
Incomitant strabismus	None
Chorioretinal abnormality	None
Abnormal chorioretinal morphology	None
Full-thickness macular hole	None
FTMH	None
Best corrected visual acuity 0.9 LogMAR	None
Anterior cortical cataract	None
Choroideremia	None
Central corneal dystrophy	None
Anterior uveitis	None
Reticular retinal dystrophy	None
Iris atrophy	None
Iris degeneration	None
Pericentral scotoma	None
ROP pre-plus	None
Retinopathy of prematurity pre-plus	None
Decreased Arden ratio of EOG	None
Decreased Arden ratio of electrooculogram	None
Supranuclear gaze palsy	None
Supranuclear gaze paralysis	None
Subcapsular cataracts	None
Subcapsular lenticular cataracts	None
Subcapsular cataract	None
Subcapsular opacities	None
Abnormal timing of pattern onset/offset visual evoked potentials	None
Posterior embryotoxon	None
Embryotoxon	None
Subretinal hyporeflective spaces on macular OCT	None
Posterior lenticonus	None
Cornea plana	None
Flat cornea	None
Abnormally shaped eye	None
Abnormal eye morphology	None
Abnormality of the globe	None
Abnormal eye structure	None
Polypoidal choroidal vasculopathy	None
Iridodonesis	None
Foveal haemorrhage	None
Foveal hemorrhage	None
Moderate peripheral visual field loss	None
Moderate constriction of peripheral visual field	None
Absolute eccentric fixation	None
Polar cataract, anterior	None
Anterior polar cataract	None
Hypoplastic iris stroma	None
Hypoplastic iris stoma	None
Iris stromal hypoplasia	None
Underdeveloped iris stroma	None
Simulated distance exotropia	None
Abnormal paracentral response of multifocal electroretinogram	None
Serous retinal detachment	None
Exudative retinal detachment	None
Reduced contrast sensitivity	None
Abnormal contrast sensitivity	None
Uncontrolled eye movements	None
Absent/small fundus	None
Aplasia/Hypoplasia affecting the fundus	None
Moderate hypermetropia	None
Moderate hyperopia	None
Punctate opacification of the cornea	None
Punctate corneal opacities	None
Pinhole visual acuity 0.9 LogMAR	None
Visual acuity no light perception	None
Abnormal horizontal rectus muscle physiology	None
Peripheral vitreous opacities	None
Abnormal iris vasculature	None
Abnormality of iris blood vessels	None
Eye movement-induced pain	None
Abnormal corneal epithelium morphology	None
Abnormality of corneal epithelium	None
Abnormal posterior segment imaging	None
Narrow angle glaucoma	None
Optic nerve tram-track sign	None
Paroxysmal tonic upgaze	None
Abnormal iris pigmentation	None
Sub-retinal fluid	None
Subretinal fluid	None
Age-related cataract	None
Clouding of the lens of the eye with age	None
Homonymous hemianopia	None
Homonymous hemianopsia	None
Asymmetry of the corneas	None
Corneal asymmetry	None
ROP threshold	None
Retinopathy of prematurity threshold	None
Retinitis pigmentosa inversa	None
Central retinitis pigmentosa	None
Reduced number of corneal endothelial cells	None
Juvenile posterior subcapsular lenticular opacities	None
Photoreceptor outer segment loss on macular OCT	None
Retinal dysgenesis	None
Retinal dysplasia	None
Abnormal Pelli Robson contrast sensitivity chart test	None
Anterior chamber cells grade 4+	None
Macular haemorrhage	None
Macular hemorrhage	None
Crossed asymmetry of flash visual evoked potentials	None
Asymmetrical distribution of flash visual evoked potentials	None
Superior rectus muscle weakness	None
Leakage of dye on fundus fluorescein angiography	None
Fluorescein leakage	None
Nonprogressive restrictive external ophthalmoplegia	None
Severe visual loss	None
Severely impaired vision	None
Severe visual impairment	None
Severe reduction in visual acuity	None
Severely reduced visual acuity	None
Severe vision loss	None
Marked vision impairment	None
Diplopia	None
Double vision	None
Progressive ophthalmoplegia	None
Myopic astigmatism	None
Iris melanoma	None
Abnormal Estermann grid perimetry test	None
Anterior chamber cells grade 3+	None
Fishnet retinal pigmentation	None
Honeycomb retinal degeneration	None
Reticular pigmentary degeneration	None
Erosive vitreoretinopathy	None
Monochromacy	None
Total colorblindness	None
Complete achromatopsia	None
Grouped congenital hypertrophy of retinal pigment epithelium	None
Bear track congenital hypertrophy of retinal pigment epithelium	None
Choroidal neovascular membrane	None
Choroidal neovascularization	None
Ultra-low vision	None
Increased vertical cup-to-disc ratio	None
Vitreous haemorrhage	None
Vitreous hemorrhage	None
Beaten-bronze macular sheen	None
Beaten bronze macular sheen	None
Beaten-bronze macular appearance	None
Beaten metal macular appearance	None
Reflex tearing	None
Colour vision defect	None
Colour vision defect, severe	None
Color vision defects	None
Abnormal colour vision	None
Disturbed color vision	None
Colour vision defects	None
Color vision defect	None
Abnormality of color vision	None
Abnormal color vision	None
Loss in colour vision	None
Abnormality of colour vision	None
Color vision defect, severe	None
Loss in color vision	None
Vitelliform-like retinal lesions	None
Hyperautofluorescent macular lesion	None
Subfoveal choroidal neovascularization	None
Abnormality of corneal shape	None
Feathered retinal heme	None
Linear retina heme	None
Flame-shaped retinal haemorrhage	None
Flame-shaped retinal hemorrhage	None
Delayed canalization of nasolacrimal duct	None
Recurrent sore throat	None
Pharyngitis, recurrent	None
Recurrent pharyngitis	None
Hyperplasia of cheekbone	None
Malar hypertrophy	None
Cheekbone excess	None
Zygomatic bone excess	None
Prominence of cheekbone	None
Hyperplasia of zygomatic bone	None
Cheekbone prominence	None
Prominence of the zygomatic bone	None
Zygomatic hypertrophy	None
Pronounced cheekbone	None
Absent bone maturation of skullcap	None
Absent ossification of skull vault	None
Absent ossification of calvaria	None
Narrowing of the tear duct	None
Lacrimal duct stenosis	None
Nasolacrimal duct stenosis	None
Hypotrophic upper lateral incisor	None
Decreased size of upper lateral incisor	None
Maxillary lateral incisor microdontia	None
Hypotrophic maxillary lateral incisor	None
Decreased width of upper lateral incisor	None
Small maxillary lateral incisor	None
Small upper lateral incisor	None
