Pneumomediastinum	HP:0025421
Hypoplasia of the vestibular nerve	None
Hypoplasia of cranial nerve VIII	None
Hypoplasia of the eighth cranial nerve	None
Thin vestibular nerve	None
Cerumen abnormality	None
Small earlobe	None
Small earlobes	None
Hypoplastic lobules	None
Hypoplastic earlobes	None
Angulated antihelix	None
Squared superior portion of helix	None
Abnormal Eustachian tube morphology	None
Abnormality of the Eustachian tube	None
Stapedial abnormalities	None
Abnormality of the stapes	None
Abnormal middle ear reflexes	None
Earlobe crease	None
Transverse earlobe creases	None
Anterior creases of earlobe	None
Thickened helices	None
Thick helix	None
Crimped helix	None
Indented helix	None
Helix, crimped	None
Abnormality of cartilage of external ear	None
Vestibular saccular degeneration	None
Ceruminoma	None
Adenoma of the ceruminous gland	None
Neoplasm of the ceruminal gland	None
Ceruminous adenoma	None
Type II cryptotia	None
Type 2 cryptotia	None
Auricular pit	None
Progressive conductive hearing impairment	None
Progressive conductive deafness	None
Vestibular ataxia	None
Vestibular areflexia	None
Dilated semicircular canal	None
Enlarged semicircular canal	None
Increased incisura width	None
Incomplete partition of the cochlea	None
Hypertrophic auricular cartilage	None
Unilateral external ear deformity	None
Deformed external ear on one side	None
Vestibular dysfunction	None
Interictal vestibular dysfunction	None
Impaired vestibular function	None
Vestibular function defect	None
Anteverted ears	None
Aplasia of the semicircular canal	None
Absent semicircular canal	None
Hearing loss, mixed	None
Mixed hearing impairment	None
Mixed hearing loss	None
Ear, posterior angulation, increased	None
Posteriorly angulated ears	None
Posteriorly rotated auricles	None
Posteriorly rotated ears	None
Posteriorly rotated	None
Posteriorly-angulated ears	None
Posteriorly-rotated ears	None
Ears rotated toward back of head	None
Severe hearing impairment	None
Severe hearing loss	None
Severe deafness	None
Dilated cochlear aqueduct	None
Enlarged cochlear aqueduct	None
Satyr ear	None
Devil ear	None
Attached earlobe	None
Adherent earlobe	None
Congenital conductive hearing loss	None
Congenital conductive hearing impairment	None
Congenital conductive deafness	None
Vestibular abnormality	None
Morphological abnormality of the vestibule of the inner ear	None
Acute middle ear infection	None
Acute otitis media	None
Widened vestibular aqueduct	None
Enlarged vestibular aqueduct	None
Dilated vestibular aqueduct	None
Unilateral conductive hearing impairment	None
Deafness, unilateral	None
Unilateral deafness	None
Deafness in one ear	None
Abnormality of the round window	None
Absent malleus	None
Hyperplastic superior crus of antihelix	None
Hypertrophic superior crus of antihelix	None
Prominent superior crus of antihelix	None
Impairment of the the acoustic reflex	None
Long ears	None
Long ear	None
Infantile sensorineural hearing loss	None
Infantile sensorineural hearing impairment	None
Bilateral sensorineural hearing impairment	None
Hearing loss, sensorineural, bilateral	None
Bilateral sensorineural deafness	None
Bilateral sensorineural hearing loss	None
Bilateral nerve deafness	None
Outer ear tumor	None
Outer ear tumour	None
Neoplasm of the outer ear	None
Lop ear	None
Basalioma of the outer ear	None
Cartilaginous ossification of pinnae	None
Calcification of the auricular cartilage	None
Petrified ear	None
Ossification of pinnae	None
Ear cartilage calcification	None
Persistent stapedial artery	None
Moderate hearing impairment	None
Absent antitragus	None
Absence of the reflex of the tensor tympani muscle	None
High-tone sensorineural deafness	None
High frequency sensorineural hearing impairment	None
High-frequency sensorineural hearing impairment	None
High-tone sensorineural hearing impairment	None
Absence of acoustic reflex	None
Absence of acoustic middle ear muscle reflexes	None
Absent middle ear reflexes	None
Mid-frequency hearing loss	None
Serpiginous stem of antihelix	None
Antihelix, stem, serpiginous	None
Railroad track ears	None
Horizontal crus of helix	None
Railroad track sign	None
Horizontal orientation of the ear crus	None
Horizontal orientation of the crus of helix	None
Helix, crus, horizontal	None
Aplasia/Hypoplasia of the external ear	None
Absent/underdeveloped external ear	None
Absent/small external ear	None
Severe sensorineural deafness	None
Severe sensorineural hearing impairment	None
Severe sensorineural hearing loss	None
Osseous atresia of the external auditory canal	None
Otitis media	None
Middle ear infection	None
Swimmer's ear	None
Otitis externa	None
Abnormal inner ear epithelium morphology	None
Neoplasm of the ear	None
Ear tumor	None
Ear tumour	None
Double antitragus	None
Bifid antitragus	None
Large fleshy ears	None
Decreased incisura length	None
Absent internal auditory canal	None
Abnormal vestibulo-ocular reflex	None
Abnormal vestibuloocular reflex	None
Aminoglycoside-induced hearing loss	None
Morphological abnormality of the nerves of the inner ear	None
Auditory canal abnormality	None
Abnormality of the auditory canal	None
Fusion of middle ear ossicles	None
Snail ear	None
Ear, grade II dysplasia	None
Severe cupped ear, type III	None
Cockleshell ear	None
Constricted helix type IV	None
Microtia, second degree	None
Mini ear	None
Shell ear	None
Neoplasm of the middle ear	None
Neoplasia of the middle ear	None
Middle ear tumour	None
Middle ear tumor	None
Absent vestibule	None
Aplasia of the vestibule	None
High frequency hearing loss	None
High-frequency deafness	None
High-frequency hearing impairment	None
Progressive high frequency hearing loss	None
Hearing loss, high-frequency	None
Progressive high-frequency hearing loss	None
Darwin notch of helix	None
Helix, Darwin notch	None
Morphological abnormality of the saccule	None
Functional abnormality of the middle ear	None
Morphological abnormality of the inner ear	None
Impaired visually enhanced vestibulo-ocular reflex	None
VVOR impairment	None
Visually enhanced vestibulo-ocular reflex impairment	None
Lobe, forward facing	None
Forward facing earlobe	None
Mild neurosensory hearing loss	None
Mild neurosensory hearing impairment	None
Abnormality of the breast	None
Gynecomastia	None
Enlarged male breast	None
Gynaecomastia	None
Nipple hypoplasia	None
Small nipples	None
Hypoplastic nipples	None
Accessory nipples	None
accessory mamilla	None
Supernumerary nipples	None
accessory mamillas	None
Supernumerary nipple	None
Increased nipple number	None
Accessory nipple	None
Athelia	None
Absent nipples	None
Absent nipple	None
Low-set nipples	None
Breast carcinoma	None
Breast cancer	None
Inverted nipples	None
Invaginated nipples	None
Breast hypoplasia	None
Underdeveloped breasts	None
Abnormal nipple morphology	None
Abnormality of the nipple	None
Prominent nipples	None
Wide intermamillary distance	None
Widely-spaced nipples	None
Widely spaced nipples	None
Wide-spaced nipples	None
Multifocal breast cancer	None
Multifocal breast carcinoma	None
Absent/rudimentary nipples	None
Nipples absent or rudimentary	None
Absent/small nipples	None
Absent/underdeveloped nipples	None
Aplasia/Hypoplasia of the nipples	None
Absent/underdeveloped breasts	None
Absent/small breasts	None
Aplasia/Hypoplasia of the breasts	None
Asymmetry of the breasts	None
Hypertrophy of the breasts	None
Gigantomastia	None
Breasts enlarged	None
Breast hypertrophy	None
Large breast	None
Macromastia	None
Breast enlargement	None
Fibroadenosis - breast	None
Fibroadenoma of the breast	None
Fibroadenosis of breast	None
Breast fibroadenosis	None
Breast fibroadenomas	None
Breast fibroadenoma	None
One underdeveloped breast	None
Unilateral breast hypoplasia	None
Bilateral breast hypoplasia	None
Two underdeveloped breasts	None
Ductal carcinoma in situ	None
Lobular carcinoma in situ	None
Abnormal breast morphology	None
Abnormal breast physiology	None
Lactation incapacity	None
Agalactia	None
Dry nipple	None
Abnormal areolar morphology	None
Areolar fullness	None
Breast lump	None
Breast mass	None
Abnormal intermamillary distance	None
Short intermamillary distance	None
Breast tumor	None
Neoplasm of the breast	None
Neoplasia of the breast	None
Breast tumour	None
Tumours of the breast	None
Mammary gland aplasia	None
Breast aplasia	None
Absent breast	None
Congenital absence of breast	None
Galactorrhea	None
Galactorrhoea	None
Spontaneous milk flow from breast	None
Hypoplastic areolae	None
Hypoplastic areola	None
Punctiform multicolored opacities in the posterior corneal stroma	None
Posterior corneal stroma punctiform multicolored opacities	None
Retinal exudates	None
Retinal exudate	None
Progressive cataract	None
Cataract, progressive	None
Secondary exotropia	None
Sensory exotropia	None
Polar cataract	None
Accommodative esotropia	None
Reduced OCT-measured macular thickness	None
Hypometric saccades	None
Upbeat nystagmus	None
Mild myopia	None
Increased corneal diameter	None
Anterior megalophthalmos	None
Megalocornea	None
Macrocornea	None
Enlarged cornea	None
Decreased tear drainage	None
Abnormal timing of light-adapted single flash electroretinogram	None
Keratoconjunctivitis sicca	None
Dry eye syndrome	None
Keratitis sicca	None
Dry eyes	None
Xerophthalmia	None
Lacrimal pump failure	None
Lamellar cataract	None
Ocular absence	None
Anophthalmia, clinical	None
Anophthalmia	None
Clinical anophthalmia, unilateral/bilateral	None
Absence of globes of eyes	None
Missing eyeball	None
No globe of eye	None
Failure of development of eyeball	None
No eyeball	None
Missing globe of eye	None
Absence of eyeballs	None
Subretinal deposits	None
Increased OCT-measured foveal thickness	None
Unaided visual acuity 0.6 LogMAR	None
Absent/small optic nerve	None
Absent/underdeveloped optic nerve	None
Aplasia/Hypoplasia of the optic nerve	None
Reduced contrast sensitivity	None
Abnormal contrast sensitivity	None
Wandering eyes	None
Wandering eye	None
Lazy eye	None
Amblyopia	None
Abnormality of the corneal limbus	None
Abnormal corneal limbus morphology	None
Late onset congenital glaucoma	None
Infantile (constant) esotropia	None
Infantile constant esotropia	None
Decreased foveal light reflex	None
Muted foveal light reflex	None
Poor foveal light reflex	None
Dull foveal reflex	None
Anterior chamber cells grade 3+	None
Sudden decrease in vision	None
Sudden loss of visual acuity	None
Sudden central visual loss	None
Corneal stromal opacity	None
Cloudy corneas	None
Cloudy cornea	None
Opacification of the corneal stroma	None
Tortuous retinal arterioles	None
Retinal arteriolar tortuosity	None
Unaided visual acuity 0.3 LogMAR	None
Increased corneal thickness	None
Choroidal hemangioma	None
Unaided visual acuity 0.8 LogMAR	None
Lamellar cataract with riders	None
Abnormality of binocular vision	None
Uveitis	None
Hypoplastic optic discs	None
Hypoplastic optic disks	None
Optic disc hypoplasia	None
Decreased Arden ratio of EOG	None
Decreased Arden ratio of electrooculogram	None
Abnormal visual fixation	None
Abnormal extraocular muscle physiology	None
Optically empty vitreous	None
Oculomotor synkinesis	None
Exophoria	None
Intermediate uveitis	None
Angioid streaks of the retina	None
Laquer cracks of the retina	None
Angioid streaks, retina	None
Knapp streaks	None
Angioid streaks	None
Angioid streaks of the fundus	None
Asymmetry of iris pigmentation	None
Epibulbar dermoids	None
Epibulbar dermoid	None
Benign eye tumor	None
Limbal dermoid	None
Benign eye tumour	None
Impaired pursuit initiation and maintenance	None
Loss of eyesight	None
Poor vision	None
Visual impairment	None
Impaired vision	None
Congenital stationary night blindness with abnormal fundus	None
Lens dislocation	None
Ectopia lentis	None
Abnormality of lens position	None
Cataracts, cortical pulverulent	None
Cortical pulverulent cataract	None
Unaided visual acuity 0.4 LogMAR	None
Red desaturation	None
Posterior lenticonus	None
Foveal inner retinal layer loss on macular OCT	None
Generalized opacification of the cornea	None
Generalised opacification of the cornea	None
ROP threshold	None
Retinopathy of prematurity threshold	None
Amyloid deposition in the vitreous humor	None
Amyloid deposition in the vitreous humour	None
Vitreous amyloid deposits	None
Cyclops eye	None
Cyclopia	None
Single central eye	None
Multifocal sub-RPE deposits	None
Fundus hypopigmentation	None
Decreased fundus pigmentation	None
Hypopigmentation of the fundus	None
Excyclophoria	None
Extrafoveal choroidal neovascularization	None
Anterior chamber inflammatory cells	None
Photoreceptor layer loss on macular OCT	None
Snowflake vitreoretinal degeneration	None
Snowflake retinal degeneration	None
Retinal flecks	None
Retinal vascular malformation	None
Cortical visual impairment	None
Cortical blindness	None
CVI	None
Cerebral visual impairment	None
Cortical/cerebral visual impairment	None
Very severe constriction of peripheral visual field	None
Very severe peripheral visual field loss	None
Compensatory head tilt to the right shoulder	None
Congenital ptosis	None
Congenital drooping upper eyelid	None
Reduced ERG	None
Flattened or absent electroretinogram	None
Decreased amplitudes on flash visual electroretinogram	None
Decreased electroretinogram	None
Reduced or abolished electroretinogram	None
Decreased electroretinogram response	None
Decreased light- and dark-adapted electroretinogram amplitude	None
Decreased electroretinogram amplitude	None
Decreased ERG amplitude	None
Reduced electroretinogram	None
Reduced OCT-measured foveal thickness	None
Raised IOP	None
Elevated intraocular pressure	None
Increased intraocular pressure	None
High eye pressure	None
Raised intraocular pressure	None
Increased IOP	None
Elevated IOP	None
Ocular hypertension	None
Dysmetric horizontal saccades	None
Lateral rectus muscle overaction	None
Medial rectus muscle restriction	None
Optic nerve tram-track sign	None
Aplasia/Hypoplasia of the macula	None
Absent/underdeveloped macula	None
Absolute eccentric fixation	None
Abnormal best corrected visual acuity test	None
Narrowing of blood vessels in back of eye	None
Attenuation of retinal blood vessels	None
