Abnormality of taste sensation	HP:0000223
abnormality of the cerebral medulla	HP:0010993
abnormal cerebral subcortex morphology	HP:0010993
choreoathetosis , intermittent	HP:0007098
paroxysmal choreoathetosis	HP:0007098
choreoathetosis , episodic	HP:0007098
focal cognitive seizure with expressive dysphasia / aphasia	HP:0032702
spinocerebellar degeneration	HP:0002503
spinocerebellar tract degeneration	HP:0002503
degeneration of the spinocerebellar tract	HP:0002503
degeneration of the spinocerebellar tracts	HP:0002503
focal impaired awareness emotional seizure with laughing	HP:0032750
focal impair awareness emotional seizure with laugh	HP:0032750
lateral ventricular asymmetry	HP:0100960
asymmetric lateral ventricle	HP:0100960
asymmetric lateral ventricles	HP:0100960
cerebral lateral ventricular asymmetry	HP:0100960
asymmetric ventricle	HP:0100960
asymmetric ventricles	HP:0100960
Myoclonus, Palatal	HP:0010530
palatal myoclonus	HP:0010530
palatal tremor	HP:0010530
Palatal Myoclonus	HP:0010530
Palatal myoclonus ICD10CM:G25.3	HP:0010530
Myoclonus	HP:0010530
Gait Apraxia	HP:0010521
Apraxia, Gait	HP:0010521
Gait Apraxias	HP:0010521
Apraxia of gait	HP:0010521
Dyspraxia of Gait	HP:0010521
Apraxias, Gait	HP:0010521
gait apraxia	HP:0010521
Apraxia of Gait	HP:0010521
Gait Apraxia [Disease/Finding]	HP:0010521
Gait Dyspraxias	HP:0010521
Gait Dyspraxia	HP:0010521
metachromatic leukodystrophy variant	HP:0006926
photically induce tonic - clonic seizure	HP:0007207
seizure , tonic - clonic , photosensitive	HP:0007207
photosensitive tonic - clonic seizure	HP:0007207
photosensitive tonic - clonic seizures	HP:0007207
seizures , tonic - clonic , photosensitive	HP:0007207
photically induced tonic - clonic seizure	HP:0007207
minifascicle formation	HP:0031001
focal cortical dysplasia type iia	HP:0032052
Parapareses	HP:0002385
partial paralysis of leg	HP:0002385
paraparesis	HP:0002385
Paraparesis [Disease/Finding]	HP:0002385
partial paralysis of legs	HP:0002385
focal t2 hyperintense brainstem lesion	HP:0012748
abnormal aspartate - family amino acid level in cerebrospinal fluid	HP:0500205
abnormal csf aspartate family amino acid concentration	HP:0500205
abnormal aspartate - family amino acid levels in cerebrospinal fluid	HP:0500205
abnormal abeta 40 level	HP:0025686
abnormal beta amyloid 40 level	HP:0025686
abnormal amyloid beta 40 peptide csf concentration	HP:0025686
hemiplegia ( leave )	HP:0040292
left hemiplegia	HP:0040292
hemiplegia ( left )	HP:0040292
leave hemiplegia	HP:0040292
focal non - convulsive status epilepticus with impairment of consciousness	HP:0032861
focal non - convulsive status epilepticus with impairment of awareness	HP:0032861
neonatal electroclinical clonic seizure	HP:0032814
neonatal electro - clinical clonic seizure	HP:0032814
focal aware sensory seizure with gustatory feature	HP:0032889
focal aware sensory seizure with gustatory features	HP:0032889
progressive extrapyramidal movement disorder	HP:0007153
lobar holoprosencephaly	HP:0006870
Lobar Holoprosencephalies	HP:0006870
Holoprosencephaly	HP:0006870
Lobar Holoprosencephaly	HP:0006870
Holoprosencephalies, Lobar	HP:0006870
Holoprosencephaly, Lobar	HP:0006870
abnormality of the brainstem	HP:0002363
abnormal brainstem morphology	HP:0002363
abnormality of brainstem morphology	HP:0002363
abnormal shape of brainstem	HP:0002363
akinesia	HP:0002304
focal aware atonic seizure	HP:0020218
olfactory lobe agenesis	HP:0001341
olfactory lobe absence	HP:0001341
obsolete impaired thermal sensitivity	HP:0010829
impaired temperature sensation	HP:0010829
abnormality of temperature sensation	HP:0010829
loss of temperature sensation	HP:0010829
impaired thermal sensitivity	HP:0010829
obsolete impair thermal sensitivity	HP:0010829
areflexia of brachioradialis	HP:0033229
brachioradialis areflexia	HP:0033229
Neoplasm, Supratentorial	HP:0030693
Pineal Neoplasm	HP:0030693
Neoplasm, Pineal	HP:0030693
Pinealoma (morphologic abnormality)	HP:0030693
Pineal Parenchymal Tumor	HP:0030693
Pineal Tumors	HP:0030693
Pineal Gland Neoplasm	HP:0030693
Tumor of pineal gland <1>	HP:0030693
neoplasm of endocrine gland pineal (diagnosis)	HP:0030693
Tumor of the Pineal Gland	HP:0030693
Pineal Neoplasms	HP:0030693
neoplasm of endocrine gland pineal	HP:0030693
Pineal Body Tumor	HP:0030693
Pineocytic Neoplasm	HP:0030693
Pineocytic Tumor	HP:0030693
Supratentorial Neoplasm	HP:0030693
Tumor, Pineal	HP:0030693
Pineal Parenchymal Neoplasm	HP:0030693
Neoplasms, Pineal	HP:0030693
Tumors, Pineal Parenchymal	HP:0030693
Pineal neoplasm NOS	HP:0030693
Brain Neoplasms, Supratentorial	HP:0030693
neoplasm uncertain behavior pinealoma (diagnosis)	HP:0030693
Neoplasm of Pineal Gland	HP:0030693
Pinealomas	HP:0030693
Neoplasm of the Pineal Gland	HP:0030693
Supratentorial Tumors	HP:0030693
Supratentorial Tumor	HP:0030693
pinealoma	HP:0030693
Pineal Body Neoplasm	HP:0030693
Pineal parenchymal neoplasms	HP:0030693
Neoplasm of pineal gland <1>	HP:0030693
supratentorial neoplasm	HP:0030693
Supratentorial Neoplasms [Disease/Finding]	HP:0030693
Pineal Gland Tumor	HP:0030693
Supratentorial Neoplasms	HP:0030693
Pineal Parenchymal Cell Tumor	HP:0030693
Tumor, Pineal Parenchymal	HP:0030693
pinealoma (diagnosis)	HP:0030693
pineal parenchymal tumor	HP:0030693
pineal region tumors	HP:0030693
neoplasm uncertain behavior pinealoma	HP:0030693
Tumor of Pineal Gland	HP:0030693
Tumor, Supratentorial	HP:0030693
Tumors, Supratentorial	HP:0030693
Pineal Parenchymal Tumor <1>	HP:0030693
Pineal Parenchymal Cell Neoplasm	HP:0030693
Pinealoma [Disease/Finding]	HP:0030693
Pineal Tumor	HP:0030693
Pineal neoplasm	HP:0030693
Tumors, Pineal	HP:0030693
Pineal Parenchymal Tumors	HP:0030693
Pinealoma	HP:0030693
pineal parenchymal tumour	HP:0030693
Neoplasms, Supratentorial	HP:0030693
Impaired fine fotor skills	HP:0007010
fine motor disability	HP:0007010
impaired fine motor skills	HP:0007010
impaired fine motor skill	HP:0007010
poor fine motor coordination	HP:0007010
fine motor skill dysfunction	HP:0007010
fine motor impairment	HP:0007010
focal impaired awareness autonomic seizure with palpitations / tachycardia / bradycardia / asystole	HP:0032788
focal impair awareness autonomic seizure with palpitation / tachycardia / bradycardia / asystole	HP:0032788
abnormal pyruvate - family amino acid level in cerebrospinal fluid	HP:0500231
abnormal csf pyruvate family amino acid concentration	HP:0500231
abnormal pyruvate - family amino acid levels in cerebrospinal fluid	HP:0500231
cavitation of the basal ganglia	HP:0007007
cavitation of the basal ganglion	HP:0007007
hyporeflexia of triceps	HP:0033200
triceps hyporeflexia	HP:0033200
micrographia	HP:0031908
white matter agenesis	HP:0200017
agenesis of the cerebral white matter	HP:0200017
cerebral white matter agenesis	HP:0200017
eyelid myoclonias	HP:0011168
focal seizure with eyelid myoclonia	HP:0011168
hypoplastic posterior communicating artery	HP:0012519
hypoplastic posterior communicate artery	HP:0012519
hypoplastic posterior communicating arteries	HP:0012519
abnormal shape of thalamus	HP:0010663
abnormality of the thalamus	HP:0010663
abnormality of thalamus morphology	HP:0010663
colpocephaly	HP:0030048
cervical spinal cord atrophy	HP:0010873
eye of the tiger anomaly of globus pallidus	HP:0002454
obsolete iron accumulation in globus pallidus	HP:0002454
progressive gait ataxia	HP:0007240
gait ataxia , progressive	HP:0007240
hypoglycaemic coma	HP:0001325
HYPOGLYCEMIC COMA	HP:0001325
Hypoglycemic coma (disorder)	HP:0001325
coma caused by low blood sugar	HP:0001325
coma , hypoglycemic	HP:0001325
hypoglycemic coma	HP:0001325
Hypoglycemic coma NOS	HP:0001325
Coma hypoglycemic	HP:0001325
loss of consciousness due to hypoglycemia	HP:0001325
coma cause by low blood sugar	HP:0001325
Hypoglycaemic coma NOS	HP:0001325
Loss on consciousness due to hypoglycemia	HP:0001325
Coma hypoglycaemic	HP:0001325
Hypoglycemic coma NOS (disorder)	HP:0001325
Coma;hypoglycemic	HP:0001325
Coma, hypoglycaemic	HP:0001325
focal aware cognitive seizure with hallucination	HP:0032871
abnormal spinal cord physiology	HP:0034482
fusion of the cerebellar hemisphere	HP:0006899
fusion of the cerebellar hemispheres	HP:0006899
focal aware cognitive seizure with illusion	HP:0032704
eeg with multifocal slow activity	HP:0010844
cerebral atrophy , diffuse	HP:0002506
diffuse cerebral atrophy	HP:0002506
lipomyelomeningocele	HP:0025480
grade iv preterm intraventricular hemorrhage	HP:0030751
grade iv preterm intraventricular haemorrhage	HP:0030751
kinesiophobia	HP:4000009
neuromuscular dysphagia	HP:0002068
hypoplastic frontal lobes	HP:0007333
underdeveloped frontal lobe	HP:0007333
hypoplastic frontal lobe	HP:0007333
frontal lobe hypoplasia	HP:0007333
hypoplasia of the frontal lobes	HP:0007333
hypoplasia of the frontal lobe	HP:0007333
Pineal Neoplasm	HP:0030694
Neoplasm, Pineal	HP:0030694
Pinealoma (morphologic abnormality)	HP:0030694
Pineal Parenchymal Tumor	HP:0030694
Pineal Tumors	HP:0030694
Pineal Gland Neoplasm	HP:0030694
Tumor of pineal gland <1>	HP:0030694
neoplasm of endocrine gland pineal (diagnosis)	HP:0030694
Tumor of the Pineal Gland	HP:0030694
Pineal Neoplasms	HP:0030694
neoplasm of endocrine gland pineal	HP:0030694
Pineal Body Tumor	HP:0030694
Pineocytic Neoplasm	HP:0030694
Pineocytic Tumor	HP:0030694
Tumor, Pineal	HP:0030694
Pineal Parenchymal Neoplasm	HP:0030694
Neoplasms, Pineal	HP:0030694
Tumors, Pineal Parenchymal	HP:0030694
Pineal neoplasm NOS	HP:0030694
neoplasm uncertain behavior pinealoma (diagnosis)	HP:0030694
Neoplasm of Pineal Gland	HP:0030694
Pinealomas	HP:0030694
pineal parenchymal cell neoplasm	HP:0030694
Neoplasm of the Pineal Gland	HP:0030694
pinealoma	HP:0030694
Pineal Body Neoplasm	HP:0030694
Pineal parenchymal neoplasms	HP:0030694
Neoplasm of pineal gland <1>	HP:0030694
Pineal Gland Tumor	HP:0030694
Pineal Parenchymal Cell Tumor	HP:0030694
pinealoma (diagnosis)	HP:0030694
Tumor, Pineal Parenchymal	HP:0030694
pineal region tumors	HP:0030694
neoplasm uncertain behavior pinealoma	HP:0030694
Tumor of Pineal Gland	HP:0030694
Pineal Parenchymal Tumor <1>	HP:0030694
Pineal Parenchymal Cell Neoplasm	HP:0030694
Pinealoma [Disease/Finding]	HP:0030694
Pineal Tumor	HP:0030694
Pineal neoplasm	HP:0030694
Tumors, Pineal	HP:0030694
Pineal parenchymal tumor	HP:0030694
Pineal Parenchymal Tumors	HP:0030694
Pinealoma	HP:0030694
ganglioneuroblastoma	HP:0006747
Ganglioneuroblastomas	HP:0006747
GANGLIONEUROBLASTOMA, MALIGNANT	HP:0006747
Ganglioneuroblastoma [Disease/Finding]	HP:0006747
morning generalise tonic - clonic seizure	HP:0007193
generalise tonic - clonic seizure on awaken	HP:0007193
generalize tonic - clonic seizure on awaken	HP:0007193
morning generalised tonic - clonic seizures	HP:0007193
bilateral tonic - clonic seizure on awakening	HP:0007193
generalised tonic - clonic seizures on awakening	HP:0007193
morning generalized tonic - clonic seizures	HP:0007193
bilateral tonic - clonic seizure on awaken	HP:0007193
generalized tonic - clonic seizures on awakening	HP:0007193
morning generalize tonic - clonic seizure	HP:0007193
myoclonic status epilepticus without coma	HP:0032668
maternal seizure	HP:0100622
maternal seizures	HP:0100622
chiari type ii malformation	HP:0025660
arnold - chiari type ii malformation	HP:0025660
Dysphagia, Oropharyngeal	HP:0200136
DYSPHAGIA, OROPHARYNGEAL	HP:0200136
Deglutition Disorders	HP:0200136
Oropharyngeal Dysphagia	HP:0200136
oral - pharyngeal dysphagia	HP:0200136
oral pharyngeal dysphagia	HP:0200136
oropharyngeal dysphagia	HP:0200136
difficulty swallowing (dysphagia) oropharyngeal phase	HP:0200136
Pharyngeal dysphagia	HP:0200136
eeg with series of focal spikes	HP:0011194
eeg with series of focal spike	HP:0011194
absent inferior half of the cerebellar vermis	HP:0007063
aplasia of the inferior half of the cerebellar vermis	HP:0007063
focal aware non - motor seizure	HP:0032682
focal non - motor aware seizure	HP:0032682
Leukodystrophy (disorder)	HP:0002415
Leucodystrophy	HP:0002415
Leucodystrophy NOS (disorder)	HP:0002415
degeneration of white matter of brain	HP:0002415
LEUKODYSTROPHY	HP:0002415
Leukodystrophies	HP:0002415
Leukodystrophy ICD9CM:330.0	HP:0002415
Leucodystrophy NOS	HP:0002415
leukodystrophy	HP:0002415
Leukodystrophy NOS	HP:0002415
Leucodystrophy (disorder)	HP:0002415
tonic seizure	HP:0032792
prolonged mepc	HP:0003436
Prolonged miniature endplate potentials (MEPP)	HP:0003436
prolong mepp	HP:0003436
prolong mepc	HP:0003436
prolonged miniature endplate potential	HP:0003436
prolonged mepp	HP:0003436
prolonged miniature endplate current	HP:0003436
prolonged miniature endplate currents	HP:0003436
prolonged miniature endplate potentials	HP:0003436
Prolonged miniature endplate currents (MEPC)	HP:0003436
abnormal pineal melatonin secretion	HP:0012689
decrease csf isoleucine concentration	HP:0500194
decreased csf isoleucine concentration	HP:0500194
low level of isoleucine in cerebrospinal fluid	HP:0500194
low levels of isoleucine in cerebrospinal fluid	HP:0500194
Neurofibromatosis, unspecified	HP:0001067
Neurofibromatosis, NOS	HP:0001067
multiple neurofibroma	HP:0001067
Multiple Neurofibroma	HP:0001067
Neurofibromatosis (disorder)	HP:0001067
neurofibromata	HP:0001067
Neurofibroma, Multiple	HP:0001067
Multiple Neurofibromas	HP:0001067
Neurofibromatosis Syndromes	HP:0001067
neurofibromatose	HP:0001067
neurofibromatosi	HP:0001067
NEUROFIBROMATOSIS NOS	HP:0001067
neurofibroma	HP:0001067
[M]Multiple neurofibromatosis	HP:0001067
neurofibromatosys	HP:0001067
Neurofibromatoses [Disease/Finding]	HP:0001067
NEUROFIBROMATOSIS	HP:0001067
Syndromes, Neurofibromatosis	HP:0001067
[M]Neurofibromatosis NOS	HP:0001067
Neurofibromas, Multiple	HP:0001067
Neurofibromatoses	HP:0001067
Syndrome, Neurofibromatosis	HP:0001067
neurofibromas	HP:0001067
neurofibromatosis	HP:0001067
Neurofibromatosis Syndrome	HP:0001067
myoclonic atonic seizures	HP:0011170
Dooze syndrome	HP:0011170
Myoclonic Astatic Epilepsy	HP:0011170
generalized myoclonic - atonic seizure	HP:0011170
Epilepsies, Myoclonic	HP:0011170
generalise myoclonic - atonic seizure	HP:0011170
Myoclonic Astatic Epilepsies	HP:0011170
generalised myoclonic - atonic seizure	HP:0011170
generalize myoclonic - atonic seizure	HP:0011170
Epilepsy, Myoclonic Astatic	HP:0011170
Astatic Epilepsy, Myoclonic	HP:0011170
Epilepsies, Myoclonic Astatic	HP:0011170
myoclonic - astatic seizure	HP:0011170
myoclonic atonic seizure	HP:0011170
Astatic Epilepsies, Myoclonic	HP:0011170
pineal gland calcification	HP:0012682
Calcifications in the pineal gland	HP:0012682
Functionless Adenoma of Pituitary	HP:0011761
Non-secretory adenoma of pituitary	HP:0011761
Non-Functioning Neoplasm of Pituitary Gland	HP:0011761
nonfunctioning pituitary adenoma	HP:0011761
Non-Functioning Adenoma of the Pituitary Gland	HP:0011761
Nonfunctional Pituitary Gland Adenoma	HP:0011761
nonfunctioning pituitary tumor	HP:0011761
clinically silent pituitary adenoma	HP:0011761
pituitary tumor, nonfunctioning	HP:0011761
Non-Functioning Neoplasm of the Pituitary Gland	HP:0011761
Non-Secretory Adenoma of Pituitary	HP:0011761
Non-Secretory Pituitary Gland Adenoma	HP:0011761
